YEAR,MO,DY,PRECTOTCORR,TS
1983,4,11,0.06,31.24
1983,4,12,0.04,31.94
1983,4,13,0.0,31.26
1983,4,14,0.0,29.75
1983,4,15,0.0,29.59
1983,4,16,0.0,30.81
1983,4,17,0.0,31.39
1983,4,18,0.0,29.06
1983,4,19,0.0,32.27
1983,4,20,0.0,33.36
1983,4,21,0.0,32.77
1983,4,22,0.0,31.29
1983,4,23,0.0,30.55
1983,4,24,0.0,32.86
1983,4,25,0.0,33.92
1983,4,26,0.0,32.73
1983,4,27,0.0,33.12
1983,4,28,0.0,32.8
1983,4,29,0.0,33.03
1983,4,30,0.0,33.62
1983,5,1,0.0,33.08
1983,5,2,0.02,31.57
1983,5,3,0.28,32.27
1983,5,4,0.01,32.67
1983,5,5,0.01,32.87
1983,5,6,0.64,33.77
1983,5,7,0.93,33.73
1983,5,8,1.41,33.99
1983,5,9,1.09,34.56
1983,5,10,0.68,34.54
1983,5,11,0.86,35.3
1983,5,12,3.61,33.31
1983,5,13,0.97,30.98
1983,5,14,5.19,32.82
1983,5,15,0.9,30.62
1983,5,16,4.01,30.23
1983,5,17,1.44,32.53
1983,5,18,2.09,33.03
1983,5,19,3.29,32.17
1983,5,20,0.71,29.52
1983,5,21,5.2,30.41
1983,5,22,0.2,29.12
1983,5,23,2.08,30.04
1983,5,24,8.12,27.54
1983,5,25,12.91,27.19
1983,5,26,3.58,29.05
1983,5,27,0.14,30.73
1983,5,28,0.76,32.63
1983,5,29,2.16,32.82
1983,5,30,1.54,32.56
1983,5,31,3.63,33.25
1983,6,1,9.53,30.05
1983,6,2,6.77,27.94
1983,6,3,6.36,26.77
1983,6,4,5.01,28.91
1983,6,5,0.54,29.87
1983,6,6,0.73,29.72
1983,6,7,0.44,30.13
1983,6,8,1.7,30.32
1983,6,9,0.83,28.66
1983,6,10,0.9,29.04
1983,6,11,0.49,29.58
1983,6,12,0.41,29.11
1983,6,13,0.52,31.91
1983,6,14,0.62,30.88
1983,6,15,7.75,27.38
1983,6,16,7.69,26.9
1983,6,17,4.92,27.2
1983,6,18,1.86,29.92
1983,6,19,5.66,29.87
1983,6,20,4.22,27.14
1983,6,21,6.18,26.9
1983,6,22,6.84,28.27
1983,6,23,9.94,26.18
1983,6,24,9.12,26.55
1983,6,25,1.44,26.08
1983,6,26,3.21,27.87
1983,6,27,1.75,27.38
1983,6,28,1.82,26.65
1983,6,29,0.79,28.01
1983,6,30,0.78,29.15
1983,7,1,3.05,28.34
1983,7,2,0.91,30.4
1983,7,3,1.94,28.75
1983,7,4,3.82,28.98
1983,7,5,3.35,27.4
1983,7,6,2.24,28.13
1983,7,7,3.34,27.03
1983,7,8,2.58,29.22
1983,7,9,5.23,28.77
1983,7,10,3.2,26.31
1983,7,11,17.98,27.83
1983,7,12,4.85,28.4
1983,7,13,6.12,27.71
1983,7,14,3.19,26.17
1983,7,15,2.32,26.24
1983,7,16,4.37,27.14
1983,7,17,2.62,27.47
1983,7,18,2.49,28.29
1983,7,19,3.14,29.61
1983,7,20,11.34,27.9
1983,7,21,6.47,26.08
1983,7,22,8.91,25.57
1983,7,23,4.71,26.87
1983,7,24,3.44,27.06
1983,7,25,1.92,26.68
1983,7,26,9.54,24.83
1983,7,27,6.83,26.17
1983,7,28,7.31,26.03
1983,7,29,6.22,26.1
1983,7,30,2.3,26.23
1983,7,31,21.28,25.29
1983,8,1,13.03,25.25
1983,8,2,6.89,25.86
1983,8,3,6.67,25.5
1983,8,4,17.55,24.18
1983,8,5,11.6,25.71
1983,8,6,8.28,26.16
1983,8,7,7.06,26.18
1983,8,8,8.92,24.82
1983,8,9,1.34,26.77
1983,8,10,3.03,26.78
1983,8,11,2.33,27.0
1983,8,12,3.74,26.04
1983,8,13,2.87,26.04
1983,8,14,4.48,25.86
1983,8,15,2.1,27.31
1983,8,16,3.13,27.19
1983,8,17,4.11,25.16
1983,8,18,6.54,26.75
1983,8,19,4.43,25.99
1983,8,20,3.81,26.67
1983,8,21,3.59,26.05
1983,8,22,1.92,26.6
1983,8,23,2.6,26.59
1983,8,24,5.72,25.7
1983,8,25,3.29,23.48
1983,8,26,9.08,25.23
1983,8,27,7.51,25.11
1983,8,28,12.96,25.15
1983,8,29,2.79,26.49
1983,8,30,8.48,26.48
1983,8,31,1.7,27.33
1983,9,1,4.35,27.26
1983,9,2,1.67,26.42
1983,9,3,2.66,26.01
1983,9,4,7.72,27.06
1983,9,5,8.64,26.18
1983,9,6,5.12,26.32
1983,9,7,14.18,25.16
1983,9,8,5.44,26.08
1983,9,9,3.35,25.79
1983,9,10,7.9,25.84
1983,9,11,8.04,25.64
1983,9,12,6.04,24.3
1983,9,13,1.96,25.17
1983,9,14,17.19,25.09
1983,9,15,3.19,25.67
1983,9,16,4.04,26.12
1983,9,17,16.81,25.3
1983,9,18,3.44,25.3
1983,9,19,4.91,26.33
1983,9,20,2.24,26.4
1983,9,21,4.74,27.31
1983,9,22,9.58,26.41
1983,9,23,4.24,25.75
1983,9,24,4.1,26.74
1983,9,25,2.22,25.46
1983,9,26,1.79,25.57
1983,9,27,0.84,26.49
1983,9,28,1.12,26.91
1983,9,29,0.83,27.11
1983,9,30,0.69,27.16
1983,10,1,0.47,27.77
1983,10,2,0.81,27.03
1983,10,3,1.81,26.98
1983,10,4,2.01,27.91
1983,10,5,0.03,27.03
1983,10,6,0.0,24.72
1983,10,7,0.0,24.58
1983,10,8,0.0,25.35
1983,10,9,0.0,24.95
1983,10,10,0.0,24.3
1983,10,11,0.0,24.98
1983,10,12,0.0,25.82
1983,10,13,0.0,25.1
1983,10,14,0.0,25.44
1983,10,15,0.0,25.2
1983,10,16,0.0,25.48
1983,10,17,0.0,25.07
1983,10,18,0.0,24.53
1983,10,19,0.0,25.76
1983,10,20,0.0,26.71
1983,10,21,0.0,25.81
1983,10,22,0.0,24.42
1983,10,23,0.0,23.9
1983,10,24,0.0,23.8
1983,10,25,0.0,24.04
1983,10,26,0.0,25.21
1983,10,27,0.03,24.94
1983,10,28,0.0,24.25
1983,10,29,0.0,24.94
1983,10,30,0.0,25.12
1983,10,31,0.0,25.62
1983,11,1,0.0,25.38
1983,11,2,0.0,25.42
1983,11,3,0.0,25.69
1983,11,4,0.0,25.04
1983,11,5,0.0,25.29
1983,11,6,0.0,25.72
1983,11,7,0.0,25.86
1983,11,8,0.0,25.3
1983,11,9,0.0,24.89
1983,11,10,0.0,24.7
1983,11,11,0.0,25.07
1983,11,12,0.01,26.16
1983,11,13,0.0,27.34
1983,11,14,0.0,25.98
1983,11,15,0.0,25.96
1983,11,16,0.0,25.72
1983,11,17,0.0,24.6
1983,11,18,0.0,23.88
1983,11,19,0.0,23.67
1983,11,20,0.0,23.7
1983,11,21,0.0,23.36
1983,11,22,0.0,23.48
1983,11,23,0.0,24.69
1983,11,24,0.0,25.52
1983,11,25,0.0,24.78
1983,11,26,0.0,24.46
1983,11,27,0.0,23.55
1983,11,28,0.0,21.86
1983,11,29,0.0,22.36
1983,11,30,0.0,23.5
1983,12,1,0.0,24.38
1983,12,2,0.0,25.11
1983,12,3,0.0,25.15
1983,12,4,0.0,25.5
1983,12,5,0.0,26.2
1983,12,6,0.0,24.23
1983,12,7,0.0,25.11
1983,12,8,0.0,25.05
1983,12,9,0.0,24.82
1983,12,10,0.0,24.63
1983,12,11,0.0,26.04
1983,12,12,0.0,26.64
1983,12,13,0.0,27.12
1983,12,14,0.0,26.72
1983,12,15,0.0,27.03
1983,12,16,0.0,25.82
1983,12,17,0.0,25.22
1983,12,18,0.0,24.78
1983,12,19,0.0,25.7
1983,12,20,0.0,25.06
1983,12,21,0.0,23.81
1983,12,22,0.0,23.54
1983,12,23,0.0,21.79
1983,12,24,0.0,21.55
1983,12,25,0.0,20.2
1983,12,26,0.0,19.52
1983,12,27,0.0,19.72
1983,12,28,0.0,20.6
1983,12,29,0.0,22.2
1983,12,30,0.0,23.95
1983,12,31,0.0,23.31
1984,1,1,0.0,21.24
1984,1,2,0.0,20.61
1984,1,3,0.0,20.19
1984,1,4,0.0,20.81
1984,1,5,0.0,21.57
1984,1,6,0.0,21.77
1984,1,7,0.0,22.5
1984,1,8,0.0,24.03
1984,1,9,0.0,22.64
1984,1,10,0.0,23.39
1984,1,11,0.0,23.76
1984,1,12,0.0,24.36
1984,1,13,0.0,23.98
1984,1,14,0.0,24.18
1984,1,15,0.0,20.72
1984,1,16,0.0,19.43
1984,1,17,0.0,19.36
1984,1,18,0.0,19.88
1984,1,19,0.0,20.31
1984,1,20,0.0,21.08
1984,1,21,0.0,21.13
1984,1,22,0.0,21.47
1984,1,23,0.0,21.82
1984,1,24,0.0,21.58
1984,1,25,0.0,21.37
1984,1,26,0.0,21.56
1984,1,27,0.0,22.0
1984,1,28,0.0,21.75
1984,1,29,0.0,22.24
1984,1,30,0.0,22.95
1984,1,31,0.0,23.87
1984,2,1,0.0,24.41
1984,2,2,0.0,24.17
1984,2,3,0.0,24.74
1984,2,4,0.0,24.82
1984,2,5,0.0,22.76
1984,2,6,0.0,19.43
1984,2,7,0.0,20.38
1984,2,8,0.0,20.7
1984,2,9,0.0,22.6
1984,2,10,0.0,25.0
1984,2,11,0.0,26.53
1984,2,12,0.0,26.29
1984,2,13,0.0,25.58
1984,2,14,0.0,25.22
1984,2,15,0.0,26.36
1984,2,16,0.0,27.38
1984,2,17,0.0,26.73
1984,2,18,0.0,26.45
1984,2,19,0.0,25.43
1984,2,20,0.0,26.18
1984,2,21,0.0,26.99
1984,2,22,0.0,26.25
1984,2,23,0.0,27.47
1984,2,24,0.0,28.11
1984,2,25,0.0,27.74
1984,2,26,0.0,28.73
1984,2,27,0.0,28.86
1984,2,28,0.0,27.21
1984,2,29,0.0,26.16
1984,3,1,0.0,26.45
1984,3,2,0.0,26.74
1984,3,3,0.0,27.04
1984,3,4,0.0,28.33
1984,3,5,0.0,29.09
1984,3,6,0.0,28.65
1984,3,7,0.0,30.23
1984,3,8,0.54,32.32
1984,3,9,0.67,30.9
1984,3,10,0.17,31.64
1984,3,11,0.67,31.09
1984,3,12,0.0,28.11
1984,3,13,0.0,29.15
1984,3,14,0.0,30.21
1984,3,15,0.0,30.82
1984,3,16,0.09,32.3
1984,3,17,0.05,33.28
1984,3,18,0.0,32.62
1984,3,19,0.0,29.76
1984,3,20,0.0,30.53
1984,3,21,0.05,31.45
1984,3,22,0.17,33.07
1984,3,23,0.29,30.63
1984,3,24,0.0,30.83
1984,3,25,0.0,29.99
1984,3,26,0.0,29.34
1984,3,27,0.0,28.4
1984,3,28,0.0,28.75
1984,3,29,0.0,30.05
1984,3,30,0.0,30.88
1984,3,31,0.0,30.92
1984,4,1,0.0,30.96
1984,4,2,0.0,31.69
1984,4,3,0.03,31.6
1984,4,4,0.0,32.01
1984,4,5,0.02,33.06
1984,4,6,0.0,33.27
1984,4,7,0.0,34.72
1984,4,8,0.0,34.45
1984,4,9,0.0,32.33
1984,4,10,0.0,30.62
1984,4,11,0.0,30.54
1984,4,12,0.0,31.74
1984,4,13,0.01,33.76
1984,4,14,0.0,31.68
1984,4,15,0.0,33.93
1984,4,16,0.03,35.36
1984,4,17,0.73,34.26
1984,4,18,0.02,36.02
1984,4,19,0.97,35.92
1984,4,20,1.27,33.98
1984,4,21,1.54,32.32
1984,4,22,3.92,32.26
1984,4,23,0.59,29.44
1984,4,24,0.91,31.6
1984,4,25,2.42,31.08
1984,4,26,3.35,30.47
1984,4,27,0.0,32.04
1984,4,28,0.08,34.9
1984,4,29,5.61,31.73
1984,4,30,3.03,29.1
1984,5,1,2.21,28.68
1984,5,2,0.93,30.07
1984,5,3,1.65,29.66
1984,5,4,0.21,32.39
1984,5,5,8.23,29.0
1984,5,6,1.7,28.9
1984,5,7,2.9,29.84
1984,5,8,8.18,29.31
1984,5,9,2.57,28.24
1984,5,10,1.77,27.94
1984,5,11,0.79,30.45
1984,5,12,1.2,32.47
1984,5,13,3.29,29.68
1984,5,14,1.85,29.95
1984,5,15,1.97,28.56
1984,5,16,3.27,27.46
1984,5,17,2.5,28.62
1984,5,18,2.26,28.63
1984,5,19,3.12,29.86
1984,5,20,2.44,29.55
1984,5,21,2.34,28.42
1984,5,22,1.71,30.26
1984,5,23,1.09,31.11
1984,5,24,1.9,32.18
1984,5,25,2.79,32.06
1984,5,26,0.77,30.09
1984,5,27,0.32,28.19
1984,5,28,1.28,30.43
1984,5,29,1.0,28.14
1984,5,30,6.54,30.25
1984,5,31,4.4,28.45
1984,6,1,3.07,29.59
1984,6,2,3.82,30.98
1984,6,3,2.82,29.72
1984,6,4,1.54,29.87
1984,6,5,6.24,27.83
1984,6,6,4.73,27.3
1984,6,7,2.84,26.4
1984,6,8,1.88,28.54
1984,6,9,5.21,28.45
1984,6,10,2.36,30.49
1984,6,11,0.69,29.38
1984,6,12,3.04,30.65
1984,6,13,1.88,27.6
1984,6,14,0.21,30.01
1984,6,15,1.8,31.35
1984,6,16,5.2,29.04
1984,6,17,4.52,26.09
1984,6,18,3.66,26.92
1984,6,19,7.49,28.29
1984,6,20,0.16,26.97
1984,6,21,3.73,28.56
1984,6,22,2.15,29.73
1984,6,23,0.03,30.61
1984,6,24,0.78,31.01
1984,6,25,1.52,30.87
1984,6,26,1.62,29.99
1984,6,27,1.91,31.04
1984,6,28,1.79,27.69
1984,6,29,1.02,30.75
1984,6,30,3.17,28.7
1984,7,1,4.31,25.93
1984,7,2,4.08,27.76
1984,7,3,1.76,29.9
1984,7,4,1.6,30.24
1984,7,5,1.62,30.46
1984,7,6,4.16,29.13
1984,7,7,4.55,30.11
1984,7,8,7.31,28.1
1984,7,9,0.71,30.61
1984,7,10,10.92,28.13
1984,7,11,10.74,24.88
1984,7,12,3.36,26.13
1984,7,13,5.75,26.95
1984,7,14,5.47,27.67
1984,7,15,6.77,26.95
1984,7,16,3.38,27.02
1984,7,17,2.46,28.44
1984,7,18,3.76,28.27
1984,7,19,3.02,27.91
1984,7,20,4.08,27.71
1984,7,21,7.16,27.65
1984,7,22,0.61,27.99
1984,7,23,2.96,27.45
1984,7,24,10.85,26.47
1984,7,25,1.46,27.09
1984,7,26,9.21,27.07
1984,7,27,2.97,26.84
1984,7,28,3.57,27.58
1984,7,29,0.11,27.74
1984,7,30,28.86,25.73
1984,7,31,6.34,25.97
1984,8,1,11.01,26.46
1984,8,2,2.78,26.3
1984,8,3,1.05,26.88
1984,8,4,3.61,27.1
1984,8,5,6.49,26.18
1984,8,6,1.39,27.07
1984,8,7,1.94,26.92
1984,8,8,2.56,27.58
1984,8,9,3.43,28.21
1984,8,10,1.65,27.93
1984,8,11,4.91,27.95
1984,8,12,4.42,28.88
1984,8,13,1.98,28.41
1984,8,14,3.54,26.38
1984,8,15,1.43,27.43
1984,8,16,20.7,27.03
1984,8,17,7.79,25.89
1984,8,18,3.49,26.74
1984,8,19,4.22,27.53
1984,8,20,6.34,28.05
1984,8,21,3.23,27.82
1984,8,22,4.42,27.81
1984,8,23,4.16,26.25
1984,8,24,1.59,25.79
1984,8,25,1.6,25.62
1984,8,26,1.27,25.64
1984,8,27,2.54,26.81
1984,8,28,0.59,27.12
1984,8,29,2.91,27.84
1984,8,30,4.68,27.51
1984,8,31,8.3,25.96
1984,9,1,2.49,25.73
1984,9,2,5.45,26.76
1984,9,3,2.78,26.41
1984,9,4,8.79,26.87
1984,9,5,15.49,24.95
1984,9,6,2.2,26.33
1984,9,7,7.0,27.02
1984,9,8,8.51,26.9
1984,9,9,4.42,25.4
1984,9,10,8.19,25.95
1984,9,11,3.67,25.86
1984,9,12,2.99,27.06
1984,9,13,3.21,26.89
1984,9,14,3.38,26.65
1984,9,15,1.85,26.77
1984,9,16,2.18,25.92
1984,9,17,3.69,26.29
1984,9,18,5.3,27.36
1984,9,19,3.4,27.72
1984,9,20,4.19,26.99
1984,9,21,2.67,26.43
1984,9,22,3.51,28.0
1984,9,23,1.59,27.84
1984,9,24,1.0,26.99
1984,9,25,4.31,27.19
1984,9,26,6.95,26.17
1984,9,27,15.64,23.4
1984,9,28,5.73,23.55
1984,9,29,18.4,25.51
1984,9,30,8.51,23.3
1984,10,1,7.33,24.81
1984,10,2,5.9,25.97
1984,10,3,1.93,26.71
1984,10,4,1.6,27.49
1984,10,5,2.13,27.29
1984,10,6,4.09,27.38
1984,10,7,2.02,26.42
1984,10,8,8.11,24.65
1984,10,9,1.4,24.86
1984,10,10,1.55,26.36
1984,10,11,2.79,27.78
1984,10,12,5.77,27.41
1984,10,13,0.11,25.87
1984,10,14,0.35,27.26
1984,10,15,0.94,26.95
1984,10,16,0.3,25.35
1984,10,17,0.35,26.22
1984,10,18,2.2,26.01
1984,10,19,1.56,28.51
1984,10,20,0.42,27.31
1984,10,21,1.36,26.82
1984,10,22,0.03,25.31
1984,10,23,0.01,24.76
1984,10,24,0.0,24.79
1984,10,25,0.0,24.56
1984,10,26,0.0,25.33
1984,10,27,0.0,25.6
1984,10,28,0.01,25.12
1984,10,29,0.0,24.84
1984,10,30,0.0,25.46
1984,10,31,0.0,26.15
1984,11,1,0.0,25.33
1984,11,2,0.0,25.53
1984,11,3,0.0,26.26
1984,11,4,0.0,26.62
1984,11,5,0.0,26.87
1984,11,6,0.0,26.02
1984,11,7,0.0,25.83
1984,11,8,0.0,25.1
1984,11,9,0.0,25.51
1984,11,10,0.0,26.55
1984,11,11,0.0,25.86
1984,11,12,0.11,25.8
1984,11,13,0.05,27.58
1984,11,14,0.02,27.11
1984,11,15,0.0,25.68
1984,11,16,0.0,25.16
1984,11,17,0.0,24.88
1984,11,18,0.0,24.06
1984,11,19,0.0,24.55
1984,11,20,0.0,24.9
1984,11,21,0.0,24.72
1984,11,22,0.0,24.03
1984,11,23,0.0,24.41
1984,11,24,0.0,23.83
1984,11,25,0.0,23.06
1984,11,26,0.0,22.91
1984,11,27,0.0,23.2
1984,11,28,0.0,22.69
1984,11,29,0.0,22.38
1984,11,30,0.0,22.33
1984,12,1,0.0,22.27
1984,12,2,0.0,22.21
1984,12,3,0.0,21.9
1984,12,4,0.0,22.11
1984,12,5,0.0,22.35
1984,12,6,0.0,21.94
1984,12,7,0.0,21.82
1984,12,8,0.0,22.36
1984,12,9,0.0,22.72
1984,12,10,0.0,22.21
1984,12,11,0.0,21.12
1984,12,12,0.0,20.19
1984,12,13,0.0,19.88
1984,12,14,0.0,19.87
1984,12,15,0.0,20.01
1984,12,16,0.0,19.79
1984,12,17,0.0,20.83
1984,12,18,0.0,21.14
1984,12,19,0.0,21.04
1984,12,20,0.0,21.33
1984,12,21,0.0,22.46
1984,12,22,0.0,22.98
1984,12,23,0.0,21.95
1984,12,24,0.06,24.24
1984,12,25,0.01,25.29
1984,12,26,0.0,25.44
1984,12,27,0.0,24.59
1984,12,28,0.0,25.12
1984,12,29,0.0,24.74
1984,12,30,0.0,24.94
1984,12,31,0.0,25.76
1985,1,1,0.0,24.49
1985,1,2,0.0,23.2
1985,1,3,0.0,22.23
1985,1,4,0.0,23.73
1985,1,5,0.0,24.32
1985,1,6,0.0,24.63
1985,1,7,0.0,25.2
1985,1,8,0.0,25.82
1985,1,9,0.0,25.03
1985,1,10,0.0,25.77
1985,1,11,0.0,25.8
1985,1,12,0.0,26.39
1985,1,13,0.0,25.43
1985,1,14,0.0,26.13
1985,1,15,0.0,27.61
1985,1,16,0.0,26.38
1985,1,17,0.0,24.25
1985,1,18,0.0,23.48
1985,1,19,0.0,23.53
1985,1,20,0.0,23.38
1985,1,21,0.0,23.6
1985,1,22,0.0,24.08
1985,1,23,0.0,24.48
1985,1,24,0.0,24.16
1985,1,25,0.0,24.84
1985,1,26,0.0,25.6
1985,1,27,0.0,25.76
1985,1,28,0.0,25.3
1985,1,29,0.0,24.73
1985,1,30,0.0,23.61
1985,1,31,0.0,23.46
1985,2,1,0.0,22.76
1985,2,2,0.0,21.89
1985,2,3,0.0,22.31
1985,2,4,0.0,22.21
1985,2,5,0.0,22.35
1985,2,6,0.0,21.85
1985,2,7,0.0,21.42
1985,2,8,0.0,21.26
1985,2,9,0.0,21.42
1985,2,10,0.0,21.9
1985,2,11,0.0,23.27
1985,2,12,0.0,23.74
1985,2,13,0.0,23.63
1985,2,14,0.0,23.81
1985,2,15,0.0,23.72
1985,2,16,0.0,23.08
1985,2,17,0.0,22.54
1985,2,18,0.0,22.94
1985,2,19,0.0,23.19
1985,2,20,0.0,23.47
1985,2,21,0.0,23.31
1985,2,22,0.0,23.56
1985,2,23,0.0,24.53
1985,2,24,0.0,24.09
1985,2,25,0.0,24.53
1985,2,26,0.0,23.81
1985,2,27,0.0,23.14
1985,2,28,0.0,23.49
1985,3,1,0.0,24.01
1985,3,2,0.0,24.37
1985,3,3,0.0,25.07
1985,3,4,0.0,25.54
1985,3,5,0.0,26.62
1985,3,6,0.0,27.61
1985,3,7,0.0,27.87
1985,3,8,0.0,28.56
1985,3,9,0.0,28.98
1985,3,10,0.0,29.7
1985,3,11,0.0,28.59
1985,3,12,0.0,29.05
1985,3,13,0.0,30.75
1985,3,14,0.0,30.11
1985,3,15,0.0,30.6
1985,3,16,0.0,30.88
1985,3,17,0.3,32.32
1985,3,18,0.12,32.57
1985,3,19,0.28,30.62
1985,3,20,0.09,33.74
1985,3,21,0.0,33.06
1985,3,22,0.02,32.74
1985,3,23,0.02,32.41
1985,3,24,0.0,32.82
1985,3,25,0.92,33.39
1985,3,26,1.31,30.3
1985,3,27,0.05,31.92
1985,3,28,0.49,30.73
1985,3,29,0.82,31.23
1985,3,30,0.65,28.05
1985,3,31,0.26,31.84
1985,4,1,0.1,32.31
1985,4,2,0.1,29.94
1985,4,3,0.52,31.08
1985,4,4,0.02,29.59
1985,4,5,0.0,28.08
1985,4,6,0.0,27.4
1985,4,7,0.0,29.98
1985,4,8,0.0,30.73
1985,4,9,0.0,30.44
1985,4,10,0.0,28.46
1985,4,11,0.0,28.88
1985,4,12,0.0,29.48
1985,4,13,0.02,30.57
1985,4,14,0.32,33.8
1985,4,15,0.5,33.3
1985,4,16,0.01,32.67
1985,4,17,0.0,31.11
1985,4,18,0.0,31.79
1985,4,19,0.0,29.89
1985,4,20,0.0,28.47
1985,4,21,0.0,29.45
1985,4,22,0.0,29.94
1985,4,23,0.0,30.16
1985,4,24,0.0,31.23
1985,4,25,1.24,33.18
1985,4,26,0.73,34.67
1985,4,27,0.38,33.02
1985,4,28,0.05,31.72
1985,4,29,0.04,31.38
1985,4,30,0.33,31.67
1985,5,1,0.27,31.1
1985,5,2,0.3,33.42
1985,5,3,0.13,33.84
1985,5,4,0.23,34.57
1985,5,5,0.25,35.24
1985,5,6,1.22,32.45
1985,5,7,0.96,32.47
1985,5,8,1.29,30.91
1985,5,9,0.66,32.21
1985,5,10,1.52,30.57
1985,5,11,0.43,33.29
1985,5,12,0.2,34.89
1985,5,13,0.38,34.06
1985,5,14,0.24,33.62
1985,5,15,0.42,32.63
1985,5,16,0.4,29.71
1985,5,17,1.72,31.03
1985,5,18,0.34,31.48
1985,5,19,1.6,33.25
1985,5,20,5.49,33.39
1985,5,21,1.28,32.43
1985,5,22,3.04,32.28
1985,5,23,0.63,32.61
1985,5,24,4.03,29.86
1985,5,25,2.75,30.7
1985,5,26,5.11,31.7
1985,5,27,0.65,31.02
1985,5,28,0.95,28.97
1985,5,29,2.26,30.08
1985,5,30,2.24,31.44
1985,5,31,0.91,30.4
1985,6,1,1.43,29.7
1985,6,2,1.23,32.03
1985,6,3,1.06,31.21
1985,6,4,3.24,31.33
1985,6,5,0.83,31.83
1985,6,6,0.19,32.34
1985,6,7,0.27,33.01
1985,6,8,0.03,31.59
1985,6,9,0.19,33.28
1985,6,10,3.44,30.9
1985,6,11,2.25,29.29
1985,6,12,1.91,29.64
1985,6,13,3.81,28.23
1985,6,14,3.3,29.04
1985,6,15,6.62,28.52
1985,6,16,9.09,26.7
1985,6,17,3.9,25.52
1985,6,18,8.58,26.7
1985,6,19,0.71,27.67
1985,6,20,5.87,28.93
1985,6,21,1.71,29.59
1985,6,22,2.63,28.1
1985,6,23,7.11,27.34
1985,6,24,0.71,27.15
1985,6,25,2.64,30.48
1985,6,26,10.34,28.13
1985,6,27,2.73,28.05
1985,6,28,2.25,28.36
1985,6,29,1.32,30.15
1985,6,30,11.86,27.7
1985,7,1,3.59,28.62
1985,7,2,4.45,29.76
1985,7,3,3.63,28.51
1985,7,4,6.21,27.59
1985,7,5,5.59,27.8
1985,7,6,14.09,26.0
1985,7,7,20.89,25.53
1985,7,8,11.11,25.77
1985,7,9,9.1,24.31
1985,7,10,6.78,26.23
1985,7,11,5.3,25.84
1985,7,12,7.73,25.08
1985,7,13,2.87,26.62
1985,7,14,3.58,26.82
1985,7,15,1.36,26.15
1985,7,16,0.61,26.73
1985,7,17,0.78,26.68
1985,7,18,3.52,27.74
