YEAR,MO,DY,PRECTOTCORR,TS
1983,8,9,9.93,23.24
1983,8,10,4.54,24.12
1983,8,11,3.82,23.8
1983,8,12,10.64,23.54
1983,8,13,4.19,22.97
1983,8,14,12.18,23.41
1983,8,15,11.88,24.18
1983,8,16,8.12,23.46
1983,8,17,18.67,23.51
1983,8,18,18.27,23.9
1983,8,19,9.97,22.98
1983,8,20,4.61,23.25
1983,8,21,2.63,23.89
1983,8,22,7.75,23.53
1983,8,23,4.54,23.09
1983,8,24,3.34,22.01
1983,8,25,6.99,23.8
1983,8,26,11.24,22.51
1983,8,27,16.78,23.41
1983,8,28,25.25,24.01
1983,8,29,10.51,23.91
1983,8,30,22.42,22.87
1983,8,31,9.68,23.96
1983,9,1,5.2,22.81
1983,9,2,20.47,22.91
1983,9,3,4.35,22.64
1983,9,4,3.14,23.97
1983,9,5,6.52,23.23
1983,9,6,5.53,23.94
1983,9,7,4.87,22.94
1983,9,8,12.65,22.89
1983,9,9,8.71,22.88
1983,9,10,10.97,24.01
1983,9,11,7.56,23.61
1983,9,12,9.03,24.09
1983,9,13,2.9,23.65
1983,9,14,12.09,24.54
1983,9,15,11.97,24.2
1983,9,16,4.74,23.57
1983,9,17,3.93,22.66
1983,9,18,7.08,24.12
1983,9,19,3.72,24.1
1983,9,20,6.74,23.83
1983,9,21,7.65,24.51
1983,9,22,8.3,24.15
1983,9,23,3.12,24.58
1983,9,24,3.68,24.53
1983,9,25,10.69,24.39
1983,9,26,1.79,23.97
1983,9,27,6.09,23.04
1983,9,28,1.24,24.14
1983,9,29,0.52,24.29
1983,9,30,0.5,24.44
1983,10,1,1.01,24.6
1983,10,2,1.31,23.82
1983,10,3,11.81,25.17
1983,10,4,13.36,24.55
1983,10,5,3.36,23.7
1983,10,6,3.71,21.09
1983,10,7,0.66,22.6
1983,10,8,0.14,23.23
1983,10,9,0.01,22.47
1983,10,10,2.16,22.17
1983,10,11,5.89,22.9
1983,10,12,18.52,22.9
1983,10,13,0.56,23.48
1983,10,14,0.11,21.82
1983,10,15,0.01,23.16
1983,10,16,0.04,23.57
1983,10,17,0.17,22.6
1983,10,18,0.04,22.12
1983,10,19,0.0,22.19
1983,10,20,0.0,21.85
1983,10,21,0.0,21.71
1983,10,22,0.0,21.88
1983,10,23,0.01,20.8
1983,10,24,0.01,20.97
1983,10,25,4.45,22.05
1983,10,26,13.75,21.4
1983,10,27,7.85,21.89
1983,10,28,0.04,21.82
1983,10,29,0.01,22.59
1983,10,30,0.09,22.14
1983,10,31,0.0,22.66
1983,11,1,0.0,21.86
1983,11,2,0.0,21.87
1983,11,3,0.0,21.9
1983,11,4,0.0,22.05
1983,11,5,0.04,22.3
1983,11,6,0.24,22.01
1983,11,7,0.02,22.13
1983,11,8,0.0,22.07
1983,11,9,0.0,22.69
1983,11,10,0.0,22.27
1983,11,11,0.0,21.89
1983,11,12,0.0,21.76
1983,11,13,0.01,22.15
1983,11,14,0.01,22.94
1983,11,15,0.02,22.7
1983,11,16,0.01,23.72
1983,11,17,0.0,21.97
1983,11,18,0.01,21.39
1983,11,19,0.0,20.58
1983,11,20,0.0,19.94
1983,11,21,0.0,19.42
1983,11,22,0.0,20.08
1983,11,23,0.0,21.62
1983,11,24,0.0,21.84
1983,11,25,0.0,21.59
1983,11,26,0.0,19.99
1983,11,27,0.0,19.37
1983,11,28,0.0,18.92
1983,11,29,0.0,19.89
1983,11,30,0.0,20.56
1983,12,1,0.0,21.83
1983,12,2,0.0,22.05
1983,12,3,0.13,22.71
1983,12,4,6.26,22.45
1983,12,5,3.87,22.91
1983,12,6,0.01,22.07
1983,12,7,0.01,22.11
1983,12,8,0.01,22.26
1983,12,9,0.0,21.98
1983,12,10,0.08,21.85
1983,12,11,0.03,23.0
1983,12,12,0.0,23.57
1983,12,13,0.05,23.56
1983,12,14,0.05,24.7
1983,12,15,0.03,24.73
1983,12,16,0.01,23.64
1983,12,17,0.0,22.69
1983,12,18,0.0,22.55
1983,12,19,0.0,22.72
1983,12,20,0.0,22.26
1983,12,21,0.0,21.17
1983,12,22,0.0,21.07
1983,12,23,0.0,20.79
1983,12,24,0.0,20.27
1983,12,25,0.0,19.61
1983,12,26,0.0,19.63
1983,12,27,0.0,19.34
1983,12,28,0.0,19.33
1983,12,29,0.0,20.36
1983,12,30,0.0,20.82
1983,12,31,0.0,21.14
1984,1,1,0.0,20.1
1984,1,2,0.0,20.63
1984,1,3,0.0,20.89
1984,1,4,0.0,20.91
1984,1,5,0.0,21.07
1984,1,6,0.0,22.12
1984,1,7,0.0,22.06
1984,1,8,0.0,22.4
1984,1,9,0.0,21.57
1984,1,10,0.0,22.13
1984,1,11,0.0,22.82
1984,1,12,0.0,22.77
1984,1,13,0.0,21.93
1984,1,14,0.0,22.5
1984,1,15,0.0,19.99
1984,1,16,0.0,20.13
1984,1,17,0.0,19.66
1984,1,18,0.0,20.27
1984,1,19,0.0,20.86
1984,1,20,0.0,20.86
1984,1,21,0.0,21.15
1984,1,22,0.0,21.84
1984,1,23,0.0,21.57
1984,1,24,0.0,21.71
1984,1,25,0.0,21.58
1984,1,26,0.0,22.24
1984,1,27,0.0,22.55
1984,1,28,0.0,23.15
1984,1,29,0.0,23.7
1984,1,30,0.0,23.39
1984,1,31,0.0,24.09
1984,2,1,0.0,24.67
1984,2,2,0.0,24.61
1984,2,3,0.0,25.16
1984,2,4,0.0,25.14
1984,2,5,0.0,26.23
1984,2,6,0.0,22.46
1984,2,7,0.0,21.7
1984,2,8,0.0,22.45
1984,2,9,0.0,25.1
1984,2,10,0.0,26.37
1984,2,11,0.0,26.11
1984,2,12,0.0,25.77
1984,2,13,0.0,26.53
1984,2,14,0.0,27.27
1984,2,15,0.0,24.91
1984,2,16,0.0,27.01
1984,2,17,0.0,27.76
1984,2,18,0.0,27.67
1984,2,19,0.0,25.35
1984,2,20,0.0,27.04
1984,2,21,0.0,27.14
1984,2,22,0.0,27.86
1984,2,23,0.0,27.92
1984,2,24,0.0,28.17
1984,2,25,0.0,28.54
1984,2,26,0.0,29.11
1984,2,27,0.0,29.61
1984,2,28,0.0,28.67
1984,2,29,0.0,27.07
1984,3,1,0.0,28.23
1984,3,2,0.0,28.68
1984,3,3,0.0,29.34
1984,3,4,0.0,29.25
1984,3,5,0.0,29.46
1984,3,6,0.0,30.35
1984,3,7,0.26,30.97
1984,3,8,0.54,31.06
1984,3,9,0.76,26.77
1984,3,10,0.8,28.37
1984,3,11,0.68,30.08
1984,3,12,0.0,29.78
1984,3,13,0.0,30.05
1984,3,14,0.0,31.61
1984,3,15,0.02,31.02
1984,3,16,0.64,31.95
1984,3,17,0.73,32.78
1984,3,18,0.48,31.83
1984,3,19,1.23,30.66
1984,3,20,1.11,31.54
1984,3,21,0.22,32.25
1984,3,22,1.11,30.74
1984,3,23,1.51,28.2
1984,3,24,1.83,30.22
1984,3,25,3.37,28.7
1984,3,26,0.0,28.18
1984,3,27,0.0,27.83
1984,3,28,0.0,29.77
1984,3,29,0.0,31.43
1984,3,30,0.33,32.46
1984,3,31,0.33,30.97
1984,4,1,0.04,29.06
1984,4,2,0.22,29.98
1984,4,3,0.61,28.68
1984,4,4,0.14,31.4
1984,4,5,0.65,31.54
1984,4,6,1.03,30.37
1984,4,7,0.02,30.68
1984,4,8,0.28,31.78
1984,4,9,0.41,30.74
1984,4,10,0.01,31.12
1984,4,11,0.68,30.57
1984,4,12,1.04,31.06
1984,4,13,1.44,31.73
1984,4,14,1.21,30.35
1984,4,15,0.39,29.27
1984,4,16,1.86,28.96
1984,4,17,0.92,29.16
1984,4,18,1.93,31.78
1984,4,19,6.36,29.0
1984,4,20,1.07,31.03
1984,4,21,5.61,29.42
1984,4,22,2.32,27.64
1984,4,23,3.68,27.1
1984,4,24,1.81,27.58
1984,4,25,2.01,28.05
1984,4,26,6.6,29.11
1984,4,27,5.33,26.92
1984,4,28,2.29,31.07
1984,4,29,4.24,29.0
1984,4,30,2.75,26.69
1984,5,1,7.16,26.53
1984,5,2,1.58,26.62
1984,5,3,6.39,28.41
1984,5,4,6.82,28.19
1984,5,5,5.61,27.16
1984,5,6,2.44,27.74
1984,5,7,6.66,28.97
1984,5,8,5.76,29.0
1984,5,9,5.18,27.71
1984,5,10,5.36,27.95
1984,5,11,1.22,29.41
1984,5,12,1.15,29.38
1984,5,13,3.35,28.95
1984,5,14,1.81,26.07
1984,5,15,2.78,25.98
1984,5,16,1.48,28.23
1984,5,17,3.71,26.38
1984,5,18,2.68,27.73
1984,5,19,2.27,27.81
1984,5,20,2.47,25.76
1984,5,21,5.67,27.82
1984,5,22,6.44,25.68
1984,5,23,0.7,28.52
1984,5,24,3.54,27.97
1984,5,25,3.31,26.97
1984,5,26,1.73,26.39
1984,5,27,0.66,28.22
1984,5,28,0.85,25.21
1984,5,29,1.16,28.48
1984,5,30,2.04,26.55
1984,5,31,7.06,26.22
1984,6,1,2.51,28.84
1984,6,2,3.53,28.36
1984,6,3,2.47,26.52
1984,6,4,3.0,26.13
1984,6,5,2.75,26.55
1984,6,6,4.97,27.82
1984,6,7,4.14,27.48
1984,6,8,8.15,26.26
1984,6,9,5.9,27.27
1984,6,10,3.12,26.43
1984,6,11,5.78,28.0
1984,6,12,8.06,27.04
1984,6,13,18.09,24.09
1984,6,14,5.84,27.03
1984,6,15,4.94,27.46
1984,6,16,1.55,26.29
1984,6,17,1.33,26.79
1984,6,18,4.82,25.75
1984,6,19,1.4,26.5
1984,6,20,5.3,25.76
1984,6,21,1.19,26.62
1984,6,22,1.33,26.79
1984,6,23,1.24,27.45
1984,6,24,1.15,26.63
1984,6,25,1.49,27.34
1984,6,26,1.09,26.37
1984,6,27,0.99,27.69
1984,6,28,0.51,26.62
1984,6,29,0.45,25.89
1984,6,30,0.86,25.05
1984,7,1,4.53,26.71
1984,7,2,3.03,26.83
1984,7,3,3.13,26.58
1984,7,4,0.35,27.69
1984,7,5,6.39,26.15
1984,7,6,5.87,26.39
1984,7,7,11.6,25.39
1984,7,8,14.29,25.67
1984,7,9,9.09,24.54
1984,7,10,3.18,24.61
1984,7,11,4.66,25.37
1984,7,12,8.23,24.54
1984,7,13,9.18,24.66
1984,7,14,2.49,24.91
1984,7,15,3.41,24.36
1984,7,16,1.15,25.72
1984,7,17,1.93,24.78
1984,7,18,0.81,24.74
1984,7,19,4.25,25.08
1984,7,20,5.02,25.41
1984,7,21,5.95,25.26
1984,7,22,5.69,25.1
1984,7,23,2.22,24.98
1984,7,24,6.12,25.05
1984,7,25,9.85,25.01
1984,7,26,17.25,24.33
1984,7,27,4.21,24.97
1984,7,28,12.86,25.76
1984,7,29,9.06,24.38
1984,7,30,10.03,23.58
1984,7,31,5.76,24.88
1984,8,1,7.56,25.11
1984,8,2,2.33,24.37
1984,8,3,2.04,22.78
1984,8,4,4.86,24.11
1984,8,5,5.33,24.42
1984,8,6,5.22,25.06
1984,8,7,6.28,23.55
1984,8,8,6.75,24.73
1984,8,9,5.77,23.61
1984,8,10,4.15,24.64
1984,8,11,3.31,25.12
1984,8,12,3.1,25.36
1984,8,13,1.66,25.06
1984,8,14,4.12,22.81
1984,8,15,9.38,23.87
1984,8,16,6.92,24.54
1984,8,17,3.34,23.79
1984,8,18,1.44,24.78
1984,8,19,5.81,22.92
1984,8,20,6.84,24.29
1984,8,21,4.27,25.61
1984,8,22,14.92,24.74
1984,8,23,2.53,24.79
1984,8,24,6.13,25.54
1984,8,25,6.12,25.27
1984,8,26,4.44,23.84
1984,8,27,2.39,24.86
1984,8,28,3.85,25.15
1984,8,29,0.88,24.14
1984,8,30,5.38,25.16
1984,8,31,8.56,23.47
1984,9,1,3.89,25.04
1984,9,2,4.55,22.93
1984,9,3,2.45,23.8
1984,9,4,4.95,23.06
1984,9,5,4.41,24.07
1984,9,6,6.83,23.97
1984,9,7,4.99,24.09
1984,9,8,1.71,25.07
1984,9,9,2.25,24.7
1984,9,10,3.54,24.88
1984,9,11,0.03,25.36
1984,9,12,0.89,25.64
1984,9,13,1.43,24.14
1984,9,14,1.94,24.61
1984,9,15,2.61,24.98
1984,9,16,3.06,25.07
1984,9,17,1.7,24.19
1984,9,18,6.9,24.43
1984,9,19,4.09,25.13
1984,9,20,6.04,25.07
1984,9,21,1.87,24.13
1984,9,22,6.82,23.75
1984,9,23,13.47,24.1
1984,9,24,2.85,22.52
1984,9,25,3.94,23.7
1984,9,26,8.11,23.31
1984,9,27,8.77,23.99
1984,9,28,1.72,24.87
1984,9,29,6.19,25.25
1984,9,30,6.0,25.21
1984,10,1,4.39,25.24
1984,10,2,3.18,25.97
1984,10,3,4.58,24.83
1984,10,4,4.36,25.65
1984,10,5,3.58,25.66
1984,10,6,7.8,24.86
1984,10,7,8.38,23.24
1984,10,8,6.41,24.32
1984,10,9,6.26,24.25
1984,10,10,1.98,25.04
1984,10,11,3.48,25.85
1984,10,12,3.22,25.37
1984,10,13,1.46,25.03
1984,10,14,0.78,25.59
1984,10,15,2.47,25.65
1984,10,16,2.37,23.96
1984,10,17,0.43,24.43
1984,10,18,1.03,25.31
1984,10,19,2.03,26.48
1984,10,20,0.84,26.39
1984,10,21,0.19,27.45
1984,10,22,0.92,27.52
1984,10,23,0.9,27.67
1984,10,24,0.54,26.66
1984,10,25,0.37,27.53
1984,10,26,0.44,27.07
1984,10,27,1.11,26.6
1984,10,28,0.17,27.12
1984,10,29,1.5,27.42
1984,10,30,0.01,26.48
1984,10,31,0.04,25.3
1984,11,1,0.0,24.18
1984,11,2,0.0,24.81
1984,11,3,0.02,25.14
1984,11,4,0.32,25.9
1984,11,5,0.01,26.93
1984,11,6,0.18,26.97
1984,11,7,0.0,25.07
1984,11,8,0.0,25.71
1984,11,9,0.0,25.52
1984,11,10,0.0,25.09
1984,11,11,0.0,27.4
1984,11,12,0.87,25.0
1984,11,13,0.19,26.69
1984,11,14,0.2,26.45
1984,11,15,0.08,25.8
1984,11,16,0.0,25.74
1984,11,17,7.53,23.44
1984,11,18,0.0,23.75
1984,11,19,0.0,23.41
1984,11,20,0.0,23.59
1984,11,21,0.0,23.62
1984,11,22,0.0,23.77
1984,11,23,0.0,24.13
1984,11,24,0.0,24.9
1984,11,25,0.0,23.42
1984,11,26,0.0,23.81
1984,11,27,0.0,24.35
1984,11,28,0.0,24.08
1984,11,29,0.0,23.8
1984,11,30,0.0,24.1
1984,12,1,0.0,24.85
1984,12,2,0.0,24.73
1984,12,3,0.0,24.1
1984,12,4,0.0,24.15
1984,12,5,0.0,23.88
1984,12,6,0.0,23.9
1984,12,7,0.0,24.36
1984,12,8,0.0,25.07
1984,12,9,0.0,24.68
1984,12,10,0.0,23.83
1984,12,11,0.0,22.93
1984,12,12,0.0,22.84
1984,12,13,0.0,22.24
1984,12,14,0.0,22.69
1984,12,15,0.0,22.94
1984,12,16,0.0,23.41
1984,12,17,0.0,24.03
1984,12,18,0.0,23.98
1984,12,19,0.0,24.12
1984,12,20,0.0,24.1
1984,12,21,0.0,25.2
1984,12,22,0.0,24.7
1984,12,23,0.0,24.12
1984,12,24,0.0,24.3
1984,12,25,0.0,27.25
1984,12,26,0.0,25.93
1984,12,27,0.0,26.19
1984,12,28,0.0,26.37
1984,12,29,0.01,27.26
1984,12,30,0.0,27.7
1984,12,31,0.06,27.93
1985,1,1,0.0,27.42
1985,1,2,0.0,26.6
1985,1,3,0.0,26.64
1985,1,4,0.0,24.88
1985,1,5,0.0,26.64
1985,1,6,0.0,26.82
1985,1,7,0.0,27.21
1985,1,8,0.0,26.07
1985,1,9,0.0,27.49
1985,1,10,0.0,28.87
1985,1,11,0.03,29.05
1985,1,12,0.2,28.13
1985,1,13,0.04,27.97
1985,1,14,0.0,27.44
1985,1,15,0.0,26.72
1985,1,16,0.1,28.6
1985,1,17,0.0,29.73
1985,1,18,0.0,27.67
1985,1,19,0.0,26.4
1985,1,20,0.0,26.14
1985,1,21,0.0,26.71
1985,1,22,0.0,27.0
1985,1,23,0.0,27.48
1985,1,24,0.0,27.28
1985,1,25,0.0,27.76
1985,1,26,0.0,27.65
1985,1,27,0.0,27.35
1985,1,28,0.0,27.95
1985,1,29,0.0,27.96
1985,1,30,0.0,27.7
1985,1,31,0.0,27.08
1985,2,1,0.0,25.91
1985,2,2,0.0,24.42
1985,2,3,0.0,25.33
1985,2,4,0.0,25.76
1985,2,5,0.0,25.76
1985,2,6,0.0,25.36
1985,2,7,0.0,25.37
1985,2,8,0.0,25.46
1985,2,9,0.0,25.76
1985,2,10,0.0,26.59
1985,2,11,0.0,26.98
1985,2,12,0.0,28.12
1985,2,13,0.0,27.88
1985,2,14,0.0,27.74
1985,2,15,0.0,26.99
1985,2,16,0.0,26.45
1985,2,17,0.0,26.32
1985,2,18,0.0,26.41
1985,2,19,0.0,27.14
1985,2,20,0.0,27.02
1985,2,21,0.0,27.53
1985,2,22,0.0,27.7
1985,2,23,0.0,28.56
1985,2,24,0.0,28.33
1985,2,25,0.0,27.77
1985,2,26,0.0,27.67
1985,2,27,0.0,26.75
1985,2,28,0.0,27.36
1985,3,1,0.0,28.09
1985,3,2,0.0,28.62
1985,3,3,0.0,29.41
1985,3,4,0.0,29.09
1985,3,5,0.0,29.48
1985,3,6,0.0,30.11
1985,3,7,0.0,31.21
1985,3,8,0.0,31.71
1985,3,9,0.0,30.67
1985,3,10,0.0,31.99
1985,3,11,0.0,32.46
1985,3,12,0.38,34.12
1985,3,13,0.13,34.45
1985,3,14,0.18,33.31
1985,3,15,0.38,33.4
1985,3,16,0.3,32.14
1985,3,17,1.35,32.47
1985,3,18,2.57,30.92
1985,3,19,1.19,31.01
1985,3,20,2.93,29.24
1985,3,21,1.34,29.63
1985,3,22,1.63,30.97
1985,3,23,1.63,31.31
1985,3,24,1.2,31.64
1985,3,25,4.27,29.48
1985,3,26,4.84,27.52
1985,3,27,6.48,28.11
1985,3,28,4.98,27.01
1985,3,29,5.73,26.66
1985,3,30,1.18,27.26
1985,3,31,1.95,27.47
1985,4,1,4.81,29.58
1985,4,2,10.41,26.81
1985,4,3,3.78,24.52
1985,4,4,2.6,26.71
1985,4,5,0.0,29.16
1985,4,6,0.0,29.87
1985,4,7,2.41,29.69
1985,4,8,5.95,29.58
1985,4,9,1.42,30.33
1985,4,10,1.44,28.44
1985,4,11,0.03,29.47
1985,4,12,0.16,29.2
1985,4,13,0.38,29.52
1985,4,14,0.04,30.85
1985,4,15,0.19,31.44
1985,4,16,0.39,32.52
1985,4,17,0.53,30.11
1985,4,18,0.2,30.11
1985,4,19,0.01,29.84
1985,4,20,0.0,28.67
1985,4,21,0.0,29.1
1985,4,22,0.0,30.39
1985,4,23,0.0,30.69
1985,4,24,0.0,31.92
1985,4,25,0.0,31.11
1985,4,26,0.0,32.87
1985,4,27,0.0,32.58
1985,4,28,0.0,33.13
1985,4,29,0.0,33.61
1985,4,30,0.0,33.98
1985,5,1,1.52,33.95
1985,5,2,1.02,32.82
1985,5,3,0.8,31.85
1985,5,4,1.43,30.67
1985,5,5,1.2,29.48
1985,5,6,2.45,27.55
1985,5,7,2.59,28.95
1985,5,8,2.35,29.72
1985,5,9,4.26,28.57
1985,5,10,0.88,29.27
1985,5,11,1.24,28.95
1985,5,12,2.19,28.78
1985,5,13,0.92,30.57
1985,5,14,1.46,30.88
1985,5,15,2.21,29.26
1985,5,16,2.21,27.68
1985,5,17,1.69,26.51
1985,5,18,2.19,25.8
1985,5,19,3.13,29.41
1985,5,20,2.89,31.05
1985,5,21,3.69,27.55
1985,5,22,2.04,28.61
1985,5,23,5.54,29.28
1985,5,24,5.94,29.05
1985,5,25,4.26,28.87
1985,5,26,4.89,28.23
1985,5,27,4.35,27.92
1985,5,28,1.65,28.67
1985,5,29,0.67,29.26
1985,5,30,1.67,29.32
1985,5,31,1.73,28.73
1985,6,1,3.86,26.86
1985,6,2,7.92,26.63
1985,6,3,3.51,27.26
1985,6,4,6.21,27.85
1985,6,5,2.65,27.4
1985,6,6,3.73,28.45
1985,6,7,4.07,27.07
1985,6,8,2.36,25.42
1985,6,9,4.44,26.61
1985,6,10,3.3,28.18
1985,6,11,13.82,25.92
1985,6,12,40.26,23.79
1985,6,13,2.02,24.64
1985,6,14,20.84,24.01
1985,6,15,17.41,23.28
1985,6,16,6.62,23.82
1985,6,17,2.35,23.84
1985,6,18,1.94,23.33
1985,6,19,3.13,24.9
1985,6,20,1.83,25.47
1985,6,21,1.33,24.75
1985,6,22,2.39,24.65
1985,6,23,2.66,23.26
1985,6,24,2.2,23.77
1985,6,25,3.71,25.54
1985,6,26,3.62,26.31
1985,6,27,5.47,25.74
1985,6,28,1.54,26.05
1985,6,29,2.86,25.55
1985,6,30,4.04,25.39
1985,7,1,10.93,26.07
1985,7,2,10.73,26.2
1985,7,3,7.76,24.43
1985,7,4,14.95,23.57
1985,7,5,10.05,24.59
1985,7,6,14.23,24.48
1985,7,7,3.06,22.72
1985,7,8,12.01,22.52
1985,7,9,9.33,22.35
1985,7,10,5.9,23.52
1985,7,11,4.79,23.19
1985,7,12,5.8,21.8
1985,7,13,3.09,23.91
1985,7,14,6.96,23.48
1985,7,15,5.03,22.03
1985,7,16,6.5,22.87
1985,7,17,9.59,23.12
1985,7,18,7.31,23.0
