YEAR;MO;DY;QV2M;PRECTOTCORR;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
1983;2;19;3.42;0.0;28.73;-1.9;13.42;30.24;21.57;39.7;18.13;96.68;3.1;5.06;2.02;3.04;4.8;7.01;2.26;4.75
1983;2;20;4.03;0.0;29.4;0.34;14.87;31.18;19.07;39.18;20.11;96.69;2.44;3.53;1.48;2.05;3.78;6.93;1.8;5.13
1983;2;21;3.6;0.0;28.93;-1.3;13.81;30.58;18.4;38.4;20.01;96.7;3.59;5.42;2.59;2.83;5.47;7.87;3.77;4.09
1983;2;22;3.11;0.0;29.05;-3.04;13.01;30.81;17.52;38.37;20.85;96.7;3.9;6.08;2.43;3.65;6.15;9.05;2.81;6.23
1983;2;23;2.99;0.0;29.59;-3.59;13.0;31.2;17.62;38.98;21.35;96.74;4.19;5.83;2.77;3.06;6.53;9.24;3.85;5.4
1983;2;24;3.85;0.0;30.15;-0.38;14.89;31.24;17.04;39.09;22.05;96.72;5.26;8.21;2.92;5.29;7.84;9.58;5.46;4.12
1983;2;25;3.42;0.0;30.23;-1.81;14.21;31.77;16.88;39.34;22.47;96.73;5.6;7.7;3.48;4.23;7.97;11.23;5.55;5.68
1983;2;26;2.5;0.0;28.41;-5.65;11.38;29.73;16.6;37.32;20.72;96.97;7.69;11.03;5.23;5.8;10.14;13.18;7.45;5.73
1983;2;27;3.05;0.0;26.66;-3.29;11.69;28.15;16.83;35.79;18.95;97.05;7.12;9.26;4.52;4.75;9.41;11.35;6.92;4.42
1983;2;28;2.44;0.0;26.37;-6.04;10.17;27.72;17.05;35.33;18.3;96.96;6.87;8.82;3.71;5.1;9.27;11.77;6.71;5.05
1983;3;1;1.95;0.0;26.87;-8.65;9.11;28.54;17.45;36.19;18.74;96.9;5.92;7.91;3.56;4.35;8.25;10.24;6.05;4.19
1983;3;2;1.83;0.0;27.57;-9.41;9.08;29.37;17.14;36.99;19.85;96.85;5.2;8.3;2.49;5.8;7.38;9.96;3.23;6.73
1983;3;3;1.77;0.0;27.79;-9.74;9.02;29.81;18.05;37.44;19.39;96.86;4.65;6.46;2.85;3.62;6.88;9.72;3.09;6.62
1983;3;4;1.71;0.0;27.93;-9.95;8.98;29.78;19.31;37.94;18.63;96.84;4.91;6.54;3.59;2.95;7.48;10.82;4.93;5.89
1983;3;5;1.89;0.0;27.69;-9.07;9.31;29.12;17.87;37.24;19.37;96.82;5.86;9.67;3.39;6.28;8.52;11.38;5.63;5.75
1983;3;6;2.62;0.0;27.58;-5.13;11.23;29.11;17.59;36.89;19.3;96.81;6.31;9.02;3.62;5.41;8.77;10.96;5.29;5.67
1983;3;7;2.99;0.0;27.71;-3.58;12.06;29.15;16.12;35.9;19.79;96.89;6.93;10.56;3.82;6.75;9.31;12.62;6.31;6.3
1983;3;8;2.81;0.0;27.84;-4.22;11.81;29.26;15.45;36.05;20.59;96.94;6.34;8.7;3.7;5.0;8.75;10.54;6.73;3.8
1983;3;9;2.5;0.0;27.98;-5.66;11.16;29.36;16.57;36.78;20.2;96.89;6.8;10.86;3.54;7.32;9.33;13.02;6.59;6.42
1983;3;10;2.69;0.0;28.04;-4.77;11.64;29.46;16.33;36.72;20.38;96.81;6.55;9.28;3.84;5.44;9.07;11.06;6.81;4.25
1983;3;11;2.93;0.0;27.71;-3.9;11.9;29.43;15.91;36.22;20.31;96.82;5.45;7.93;3.13;4.8;7.83;11.28;4.75;6.53
1983;3;12;3.11;0.0;27.98;-3.1;12.44;29.58;16.69;36.94;20.26;96.74;5.8;8.88;3.41;5.47;8.24;10.41;5.4;5.01
1983;3;13;3.05;0.0;28.28;-3.36;12.46;30.16;17.12;37.46;20.33;96.72;5.5;9.0;2.96;6.04;7.8;10.62;3.97;6.65
1983;3;14;2.32;0.0;28.47;-6.67;10.9;30.24;17.8;37.75;19.96;96.81;5.94;7.84;3.89;3.95;8.35;10.64;5.97;4.67
1983;3;15;3.05;0.0;27.98;-3.45;12.26;29.76;17.25;36.8;19.55;96.77;5.6;7.76;3.63;4.13;7.94;10.77;5.31;5.46
1983;3;16;3.66;0.0;28.82;-1.17;13.83;30.82;17.95;38.19;20.25;96.72;5.87;9.77;2.69;7.08;7.95;11.41;3.78;7.63
1983;3;17;3.05;0.0;29.54;-3.55;12.99;31.51;17.8;39.09;21.3;96.74;4.95;7.12;2.59;4.53;7.02;9.92;3.92;6.0
1983;3;18;3.3;0.0;30.05;-2.26;13.9;31.82;18.69;39.8;21.11;96.68;4.82;6.37;2.97;3.41;7.2;9.66;4.93;4.73
1983;3;19;3.17;0.0;30.46;-2.75;13.86;32.33;18.74;40.31;21.57;96.56;4.93;7.14;2.51;4.63;7.08;9.77;3.62;6.15
1983;3;20;2.44;0.0;30.25;-5.99;12.12;31.84;18.38;39.81;21.43;96.59;6.55;8.59;4.14;4.45;8.98;10.81;6.52;4.3
1983;3;21;2.56;0.0;29.71;-5.51;12.1;31.03;16.44;38.44;22.01;96.62;7.14;9.52;4.32;5.19;9.7;11.52;7.62;3.9
1983;3;22;2.93;0.0;29.76;-3.92;12.92;31.34;16.82;38.56;21.74;96.68;5.05;7.93;2.8;5.12;7.14;9.33;5.02;4.31
1983;3;23;4.46;0.0;30.15;1.01;15.58;32.26;17.05;39.0;21.94;96.59;3.87;6.3;2.38;3.92;6.02;9.48;2.66;6.82
1983;3;24;2.69;0.0;30.41;-4.83;12.79;31.91;18.7;40.37;21.68;96.57;5.79;8.56;3.62;4.94;8.33;9.89;6.63;3.26
1983;3;25;2.5;0.0;30.55;-5.7;12.42;32.13;20.0;41.06;21.07;96.5;4.72;7.28;3.01;4.27;7.27;9.37;5.38;3.98
1983;3;26;2.32;0.0;31.6;-6.48;12.56;32.57;19.92;41.36;21.44;96.35;3.72;7.2;1.45;5.74;5.36;9.17;1.93;7.24
1983;3;27;3.42;0.0;31.83;-3.49;14.17;33.98;20.24;41.81;21.57;96.25;3.0;4.4;1.83;2.57;4.78;8.7;1.91;6.79
1983;3;28;5.25;0.0;33.35;1.93;17.64;35.05;17.95;42.14;24.19;96.26;2.63;4.52;0.02;4.5;4.09;8.79;0.12;8.66
1983;3;29;9.22;0.01;33.8;10.87;22.33;35.76;17.12;42.41;25.29;96.22;2.92;5.38;0.35;5.03;4.32;7.2;0.56;6.62
1983;3;30;13.85;0.04;33.2;18.42;25.81;35.94;12.3;39.28;26.98;96.29;4.7;8.3;2.21;6.09;6.22;10.05;2.25;7.8
1983;3;31;13.73;0.13;32.0;18.24;25.12;33.41;9.21;37.28;28.07;96.41;5.97;8.23;4.34;3.9;7.38;9.81;5.15;4.66
1983;4;1;15.26;9.13;30.18;20.01;25.09;31.54;8.08;34.77;26.69;96.48;5.08;7.48;2.57;4.9;6.55;8.66;4.19;4.46
1983;4;2;8.79;0.0;30.82;9.12;19.98;32.57;15.39;39.0;23.61;96.53;2.58;4.46;0.23;4.23;3.84;6.23;0.34;5.88
1983;4;3;4.7;0.0;31.12;1.3;16.21;31.98;18.97;40.7;21.74;96.47;3.53;6.71;2.03;4.68;5.29;7.84;3.54;4.29
1983;4;4;3.85;0.0;30.69;-0.75;14.97;31.82;19.73;40.76;21.02;96.47;4.05;6.11;2.59;3.51;6.14;9.59;3.98;5.6
1983;4;5;3.97;0.0;32.26;-0.48;15.89;33.37;18.44;41.48;23.05;96.4;2.93;4.78;1.64;3.14;4.58;9.43;2.62;6.81
1983;4;6;6.47;0.0;32.84;6.45;19.65;34.45;15.63;41.21;25.58;96.3;1.81;4.65;0.27;4.38;2.84;7.34;0.44;6.89
1983;4;7;11.78;1.22;32.8;15.35;24.08;35.09;14.98;40.65;25.66;96.31;3.88;6.09;1.44;4.65;5.43;8.34;1.53;6.8
1983;4;8;13.79;3.26;32.4;18.15;25.27;34.39;12.16;39.28;27.12;96.37;4.14;5.93;2.87;3.06;5.43;8.63;3.13;5.51
1983;4;9;14.28;3.1;29.97;18.84;24.4;30.67;8.28;34.69;26.41;96.4;4.01;5.03;1.95;3.08;5.51;7.77;2.1;5.68
1983;4;10;15.2;2.82;26.65;20.01;23.33;27.58;4.38;28.96;24.58;96.67;2.84;4.28;1.32;2.96;3.84;6.3;1.73;4.59
1983;4;11;12.63;3.12;26.94;16.97;21.95;27.58;11.75;34.12;22.37;96.8;3.95;6.78;1.06;5.72;5.65;8.07;2.0;6.07
1983;4;12;10.5;2.1;27.97;14.15;21.06;29.55;15.3;36.22;20.92;96.8;3.77;5.94;1.52;4.43;5.7;10.36;2.05;8.3
1983;4;13;8.42;0.5;27.72;10.64;19.18;28.87;14.98;36.05;21.08;96.79;4.45;6.83;2.88;3.95;6.49;9.74;5.11;4.63
1983;4;14;7.39;2.81;27.83;8.37;18.1;28.58;16.81;36.93;20.12;96.69;4.34;7.12;2.17;4.96;6.45;8.66;3.95;4.71
1983;4;15;6.59;0.0;29.18;6.94;18.06;30.4;17.88;38.48;20.6;96.64;3.53;5.55;1.88;3.66;5.54;7.79;2.91;4.88
1983;4;16;5.98;0.0;31.34;5.65;18.49;32.62;18.59;41.01;22.43;96.51;4.33;6.41;2.81;3.59;6.81;8.68;4.65;4.03
1983;4;17;5.19;0.0;31.4;3.25;17.33;32.51;18.41;40.79;22.38;96.48;3.76;6.63;2.12;4.52;5.55;8.2;3.38;4.82
1983;4;18;8.79;0.85;32.77;11.19;21.98;35.19;16.97;40.94;23.97;96.41;1.58;2.77;0.31;2.45;2.45;3.94;0.38;3.55
1983;4;19;10.8;2.63;32.09;14.42;23.26;33.15;9.59;37.27;27.68;96.54;1.91;3.4;0.07;3.33;3.02;7.15;0.22;6.93
1983;4;20;8.06;0.0;31.62;8.61;20.12;32.45;15.38;40.47;25.09;96.65;4.22;7.29;0.85;6.45;6.12;8.68;1.27;7.41
1983;4;21;4.09;0.0;30.41;-0.06;15.17;31.53;19.88;40.92;21.05;96.61;3.6;5.07;2.34;2.73;5.36;8.02;4.0;4.03
1983;4;22;3.11;0.0;30.43;-3.1;13.67;31.83;20.62;41.1;20.48;96.51;3.72;5.12;2.23;2.91;5.76;8.8;3.23;5.56
1983;4;23;3.17;0.03;30.46;-2.89;13.78;31.58;21.8;41.56;19.76;96.43;3.73;5.27;2.7;2.57;5.62;8.46;4.24;4.22
1983;4;24;3.97;0.01;32.13;-0.02;16.06;32.52;19.05;41.75;22.7;96.45;2.27;4.2;0.71;3.49;2.95;4.69;1.02;3.66
1983;4;25;4.09;0.15;32.75;0.42;16.58;34.1;19.02;42.42;23.4;96.44;2.08;3.48;0.48;3.01;2.98;5.33;0.71;4.62
1983;4;26;4.76;0.0;32.4;2.25;17.33;33.87;18.41;41.68;23.27;96.47;2.18;3.84;0.06;3.77;3.05;4.8;0.28;4.52
1983;4;27;3.66;0.0;32.38;-1.09;15.65;34.19;20.47;42.57;22.1;96.37;3.48;4.45;2.41;2.04;5.34;8.59;3.46;5.12
1983;4;28;3.66;0.0;32.73;-1.31;15.71;34.53;20.68;43.23;22.55;96.33;4.41;5.46;3.35;2.11;6.87;9.41;4.97;4.44
1983;4;29;5.07;0.0;32.85;2.67;17.76;35.17;20.67;42.93;22.26;96.37;3.4;4.56;2.56;2.0;5.64;8.27;3.04;5.23
1983;4;30;7.02;0.0;34.01;7.21;20.61;36.58;13.9;41.77;27.87;96.4;2.43;4.05;0.97;3.08;3.81;7.56;0.96;6.6
1983;5;1;5.8;0.57;33.05;3.65;18.34;35.23;18.93;42.08;23.15;96.4;3.93;5.68;2.07;3.6;5.86;8.11;3.77;4.34
1983;5;2;13.73;0.53;32.76;18.3;25.53;36.2;12.51;38.97;26.46;96.55;4.26;6.12;0.86;5.26;5.1;7.41;0.45;6.96
1983;5;3;11.54;0.0;33.63;14.76;24.2;36.58;14.03;41.07;27.04;96.38;3.08;6.77;0.44;6.34;4.01;7.85;0.77;7.08
1983;5;4;7.57;0.43;33.73;7.46;20.59;35.08;16.59;42.11;25.52;96.39;3.6;7.71;0.8;6.91;4.79;9.23;1.13;8.1
1983;5;5;11.47;0.38;32.76;15.02;23.89;34.65;15.92;40.66;24.74;96.46;4.78;9.56;1.67;7.88;6.41;11.52;2.53;8.99
1983;5;6;15.38;16.91;31.4;20.02;25.71;33.16;11.14;37.71;26.57;96.52;4.19;6.55;1.72;4.84;5.81;8.96;1.45;7.52
1983;5;7;15.56;0.32;31.68;20.3;25.98;33.69;13.02;38.55;25.54;96.45;3.41;5.12;2.13;2.98;5.09;7.27;1.92;5.35
1983;5;8;14.95;0.01;33.13;19.63;26.38;35.57;13.18;39.43;26.25;96.52;2.41;5.23;0.08;5.16;3.46;5.95;0.17;5.78
1983;5;9;16.91;6.13;30.78;21.7;26.24;32.26;8.52;35.68;27.16;96.59;4.5;5.45;3.16;2.28;5.56;7.2;4.02;3.17
1983;5;10;18.55;25.63;26.97;23.25;25.11;27.11;4.5;29.37;24.87;96.69;4.5;7.11;2.31;4.8;6.2;8.41;4.63;3.77
1983;5;11;16.11;1.52;29.5;20.9;25.2;31.33;12.29;36.08;23.8;96.59;3.59;6.48;1.6;4.88;4.98;7.6;1.91;5.69
1983;5;12;14.1;0.5;30.94;18.7;24.83;32.45;13.44;38.3;24.86;96.6;3.48;5.12;1.95;3.16;5.06;8.3;2.05;6.25
1983;5;13;15.81;1.04;30.69;20.58;25.64;32.2;10.16;36.03;25.87;96.63;2.33;3.31;0.98;2.33;3.62;5.73;1.17;4.56
1983;5;14;16.48;1.71;30.44;21.27;25.86;31.71;10.54;35.65;25.12;96.53;3.03;4.7;1.63;3.08;4.47;6.06;1.55;4.51
1983;5;15;17.64;5.04;29.63;22.35;25.99;30.94;9.66;35.08;25.42;96.48;3.76;5.59;2.39;3.2;5.05;7.48;2.91;4.58
1983;5;16;17.27;3.12;28.96;22.05;25.51;30.26;10.62;34.61;23.98;96.44;3.68;6.1;1.59;4.52;5.02;6.85;1.56;5.29
1983;5;17;18.01;14.13;28.98;22.75;25.86;29.83;9.03;33.84;24.81;96.51;3.73;5.19;2.8;2.39;5.31;7.13;2.92;4.2
1983;5;18;19.47;20.89;27.65;24.01;25.83;28.0;5.65;30.78;25.12;96.62;3.59;5.55;2.09;3.46;5.05;6.55;3.88;2.67
1983;5;19;18.8;3.24;27.49;23.48;25.48;28.06;7.3;31.52;24.22;96.68;2.79;4.02;1.98;2.04;4.27;5.63;3.03;2.6
1983;5;20;18.07;10.82;27.35;22.78;25.06;28.02;8.14;31.81;23.68;96.59;3.43;5.6;2.3;3.3;4.95;6.32;2.35;3.97
1983;5;21;18.01;3.95;27.8;22.69;25.25;28.48;9.15;32.94;23.8;96.5;3.91;6.23;2.7;3.55;5.52;7.2;4.3;2.89
1983;5;22;17.82;2.31;26.97;22.57;24.77;27.13;5.93;30.48;24.55;96.64;4.09;5.17;2.21;2.96;5.97;7.18;4.7;2.48
1983;5;23;16.91;0.39;28.28;21.71;24.99;29.23;9.98;33.87;23.9;96.62;3.52;4.54;2.67;1.87;5.16;6.61;3.01;3.6
1983;5;24;17.33;3.18;27.63;22.11;24.87;28.15;8.52;32.12;23.6;96.61;3.2;4.46;2.62;1.84;4.99;6.51;2.85;3.66
1983;5;25;17.33;5.42;27.08;22.14;24.61;27.44;7.49;31.26;23.77;96.67;3.67;6.36;2.12;4.23;5.54;7.27;3.71;3.55
1983;5;26;17.21;9.46;26.9;22.01;24.45;27.68;8.88;31.67;22.78;96.73;3.43;4.29;2.52;1.77;4.99;7.09;3.51;3.59
1983;5;27;17.4;4.93;28.0;22.2;25.1;28.97;10.88;34.04;23.15;96.71;3.58;4.83;1.91;2.92;5.02;7.64;1.66;5.98
1983;5;28;17.33;7.89;27.69;22.14;24.91;28.34;9.63;32.75;23.12;96.71;3.98;6.81;2.39;4.42;5.86;7.91;4.22;3.69
1983;5;29;17.4;2.46;28.51;22.11;25.31;29.37;10.81;34.88;24.07;96.48;4.55;5.95;3.2;2.74;6.3;8.13;3.25;4.88
1983;5;30;18.37;8.69;28.08;23.06;25.58;28.73;9.33;33.08;23.76;96.4;4.07;6.15;2.39;3.76;5.81;7.27;2.57;4.7
1983;5;31;18.68;3.48;27.83;23.3;25.57;28.54;9.48;33.05;23.56;96.49;3.79;6.12;2.23;3.9;5.41;7.19;4.48;2.71
1983;6;1;18.8;1.38;27.01;23.47;25.24;27.32;6.68;30.86;24.18;96.67;3.7;5.79;2.66;3.13;5.47;6.8;4.17;2.62
1983;6;2;18.43;3.88;26.33;23.12;24.73;26.56;6.19;29.84;23.66;96.62;3.31;4.62;2.2;2.41;4.99;6.27;3.72;2.55
1983;6;3;18.13;4.97;26.37;22.83;24.6;26.56;6.45;30.09;23.64;96.55;3.64;4.58;3.04;1.54;5.46;6.61;4.09;2.52
1983;6;4;17.82;2.82;26.33;22.58;24.45;26.61;7.48;30.82;23.33;96.66;4.18;5.61;3.23;2.37;5.98;6.52;4.72;1.8
1983;6;5;17.94;9.82;25.78;22.71;24.25;25.87;6.16;29.31;23.15;96.67;3.49;5.47;2.12;3.34;5.38;6.43;4.08;2.34
1983;6;6;16.78;5.55;25.4;21.6;23.5;25.43;5.04;28.22;23.17;96.71;2.27;3.31;0.5;2.81;3.26;5.92;0.69;5.23
1983;6;7;16.3;3.1;26.07;21.15;23.61;26.45;8.3;30.65;22.35;96.71;2.48;5.2;0.45;4.76;3.47;6.3;0.61;5.69
1983;6;8;15.75;4.66;27.02;20.42;23.73;27.51;10.6;33.3;22.7;96.7;2.41;4.88;0.48;4.4;3.54;8.3;0.74;7.56
1983;6;9;16.85;1.73;26.08;21.67;23.87;26.57;7.86;30.15;22.3;96.77;2.68;3.86;1.33;2.54;3.83;6.45;1.75;4.7
1983;6;10;15.32;5.29;26.77;20.05;23.41;26.97;10.25;32.63;22.38;96.71;2.35;4.21;0.36;3.85;3.88;8.0;0.31;7.69
1983;6;11;17.21;7.63;25.89;22.01;23.95;26.23;8.83;30.72;21.89;96.72;4.44;6.09;3.13;2.95;6.29;7.19;5.43;1.76
1983;6;12;17.7;7.42;26.57;22.51;24.55;27.01;8.78;31.58;22.8;96.78;4.38;6.2;3.37;2.83;6.26;7.45;4.33;3.12
1983;6;13;17.7;6.35;26.42;22.51;24.47;26.94;7.86;30.7;22.84;96.78;3.15;4.98;1.45;3.53;4.7;6.81;1.55;5.27
1983;6;14;17.52;8.84;26.75;22.31;24.53;27.23;9.6;32.14;22.54;96.87;2.89;4.76;1.59;3.18;4.39;5.94;2.52;3.41
1983;6;15;16.42;5.26;25.36;21.32;23.34;25.52;5.62;28.36;22.73;97.09;2.29;4.77;0.52;4.25;3.27;5.66;0.74;4.92
1983;6;16;16.78;3.19;25.76;21.68;23.72;26.33;8.92;30.81;21.89;97.08;2.6;3.83;1.73;2.1;3.96;5.57;1.7;3.88
1983;6;17;16.66;2.44;26.93;21.54;24.23;27.6;11.2;33.1;21.9;96.94;3.12;4.48;2.3;2.19;4.8;6.95;2.66;4.29
1983;6;18;17.52;4.51;27.07;22.33;24.7;27.39;10.23;32.51;22.28;96.82;4.53;6.34;3.38;2.96;6.78;7.48;6.12;1.36
1983;6;19;18.25;2.65;25.77;23.03;24.4;25.88;6.25;29.51;23.26;96.85;4.34;6.66;2.85;3.81;6.41;8.08;5.5;2.58
1983;6;20;17.33;3.82;26.19;22.18;24.19;26.51;8.49;30.87;22.38;96.96;4.2;6.2;2.8;3.39;6.28;7.39;5.1;2.3
1983;6;21;17.4;4.71;26.09;22.27;24.19;26.32;8.02;30.64;22.62;96.99;4.49;6.0;3.29;2.71;6.58;7.57;5.7;1.87
