YEAR;MO;DY;QV2M;PRECTOTCORR;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
1983;1;20;7.63;0.0;22.05;9.14;15.59;20.4;14.74;29.18;14.44;95.21;2.42;4.76;0.61;4.16;3.12;5.37;0.82;4.55
1983;1;21;7.45;0.0;22.22;8.78;15.5;20.58;12.7;29.01;16.32;95.33;2.2;3.6;0.56;3.04;2.79;3.91;0.75;3.16
1983;1;22;7.26;0.0;21.51;8.4;14.95;20.75;13.47;29.08;15.62;95.45;2.91;4.62;1.61;3.02;3.98;5.16;2.47;2.69
1983;1;23;6.65;0.0;19.62;7.04;13.33;19.65;15.35;27.95;12.6;95.56;3.38;4.18;2.11;2.08;5.2;6.88;3.73;3.16
1983;1;24;6.53;0.0;18.89;6.62;12.76;18.93;16.97;27.74;10.76;95.54;3.07;3.7;2.03;1.67;4.67;7.13;3.38;3.75
1983;1;25;6.96;0.0;19.36;7.58;13.47;19.51;16.23;27.34;11.12;95.49;2.76;3.42;2.01;1.41;3.98;5.04;3.21;1.83
1983;1;26;7.02;0.0;20.07;7.75;13.91;19.95;14.22;27.41;13.19;95.5;3.18;4.55;1.86;2.7;4.58;6.39;3.18;3.21
1983;1;27;6.77;0.0;20.01;7.3;13.65;20.06;14.86;27.78;12.92;95.46;3.26;4.72;2.04;2.68;4.88;6.77;3.45;3.31
1983;1;28;6.84;0.0;20.02;7.4;13.72;20.21;16.6;28.59;11.99;95.44;3.29;4.66;2.16;2.51;5.11;7.67;3.3;4.38
1983;1;29;6.71;0.0;19.87;7.13;13.5;20.05;15.05;27.77;12.72;95.39;3.3;5.29;2.16;3.13;4.93;6.35;3.38;2.98
1983;1;30;7.26;0.0;20.51;8.24;14.37;20.73;15.7;28.73;13.03;95.34;3.0;4.22;2.16;2.05;4.38;5.62;2.83;2.79
1983;1;31;7.45;0.0;21.13;8.68;14.9;21.22;15.16;28.97;13.8;95.37;2.91;3.75;1.91;1.84;4.18;5.96;3.08;2.88
1983;2;1;7.57;0.0;21.37;8.91;15.14;21.27;15.31;29.26;13.94;95.3;3.12;4.9;1.55;3.35;4.44;5.51;2.41;3.11
1983;2;2;7.51;0.0;21.76;8.75;15.26;21.66;15.6;29.53;13.93;95.21;2.72;3.91;1.54;2.38;3.9;5.16;2.41;2.75
1983;2;3;7.93;0.0;22.8;9.64;16.22;22.54;14.2;30.41;16.23;95.22;2.75;4.33;1.56;2.77;3.91;5.12;2.37;2.75
1983;2;4;8.67;0.0;23.92;10.94;17.43;23.58;14.73;31.8;17.08;95.17;2.8;3.62;1.79;1.83;3.89;5.12;3.11;2.02
1983;2;5;8.79;0.0;24.49;11.19;17.84;24.02;14.86;31.84;16.99;95.13;2.82;4.02;0.7;3.32;3.87;5.53;1.09;4.45
1983;2;6;8.79;0.0;24.93;11.23;18.08;24.23;13.54;31.73;18.19;95.1;2.59;4.2;1.14;3.05;3.41;4.56;1.74;2.82
1983;2;7;8.85;0.0;24.79;11.23;18.01;24.38;14.16;31.88;17.72;95.05;2.77;4.37;1.27;3.09;3.77;4.71;2.03;2.68
1983;2;8;9.4;0.0;25.38;12.18;18.78;25.17;14.79;32.63;17.83;95.03;2.76;4.35;0.68;3.67;3.84;5.31;1.09;4.23
1983;2;9;9.09;0.0;25.36;11.68;18.51;24.84;14.92;32.92;18.01;94.98;3.12;5.3;0.99;4.31;4.26;6.02;1.54;4.48
1983;2;10;8.73;0.0;24.69;11.04;17.87;24.69;17.34;33.56;16.22;94.92;2.88;4.44;1.73;2.71;4.21;6.17;2.08;4.09
1983;2;11;8.61;0.0;25.05;10.83;17.94;24.76;15.56;32.86;17.3;95.0;2.94;4.28;0.2;4.09;4.16;6.35;0.33;6.03
1983;2;12;10.19;0.0;26.65;13.3;19.98;26.48;16.33;35.23;18.9;95.01;2.85;4.12;1.17;2.95;4.29;6.16;1.47;4.69
1983;2;13;10.5;0.0;27.12;13.69;20.4;26.5;13.85;34.48;20.63;95.07;2.78;4.8;0.4;4.41;3.88;5.3;0.52;4.78
1983;2;14;7.57;0.0;26.53;8.87;17.69;25.15;17.08;34.88;17.81;95.04;2.47;4.01;0.48;3.52;3.34;4.62;0.63;3.98
1983;2;15;7.39;0.0;26.57;8.51;17.54;25.08;18.26;35.23;16.97;95.04;2.82;4.89;1.18;3.72;3.77;5.7;1.63;4.07
1983;2;16;8.06;0.0;26.45;9.73;18.09;25.69;17.32;35.06;17.75;95.11;2.66;4.35;1.02;3.33;3.71;5.19;1.2;4.0
1983;2;17;8.97;0.0;26.55;11.47;19.01;26.78;17.14;35.45;18.31;95.03;2.94;4.59;0.85;3.74;4.52;7.34;0.93;6.41
1983;2;18;8.3;0.0;27.47;10.23;18.85;26.75;16.81;35.69;18.87;95.08;2.6;4.62;0.53;4.09;3.55;5.05;0.68;4.38
1983;2;19;8.06;0.0;26.63;9.8;18.22;26.42;15.88;34.69;18.82;95.08;2.75;3.86;1.57;2.28;3.83;5.81;1.73;4.09
1983;2;20;8.54;0.0;26.27;10.65;18.46;26.26;15.98;34.55;18.57;95.09;3.22;4.49;1.62;2.88;4.77;7.08;2.55;4.52
1983;2;21;9.34;0.0;26.9;12.04;19.47;26.8;15.3;34.8;19.5;95.06;2.6;4.39;0.76;3.63;3.58;6.08;0.94;5.14
1983;2;22;8.18;0.0;26.73;9.89;18.31;26.31;14.46;34.06;19.6;95.08;2.62;4.16;1.04;3.11;3.53;4.84;1.59;3.26
1983;2;23;7.63;0.0;26.47;8.88;17.67;26.32;15.35;34.37;19.02;95.13;2.66;3.27;1.46;1.8;3.83;6.16;2.01;4.15
1983;2;24;8.73;0.0;26.89;10.83;18.87;27.33;14.75;34.56;19.81;95.11;2.89;4.62;1.87;2.76;4.37;7.09;2.18;4.91
1983;2;25;9.22;0.0;27.69;11.85;19.77;27.65;12.19;34.22;22.03;95.07;3.44;5.32;0.55;4.76;4.95;6.52;0.8;5.72
1983;2;26;8.73;0.0;25.53;10.6;18.07;26.15;17.4;34.62;17.22;95.24;3.05;4.34;2.29;2.05;4.76;7.39;3.19;4.2
1983;2;27;7.08;0.0;24.33;7.67;16.0;24.57;17.45;33.52;16.06;95.31;3.4;4.83;2.37;2.46;5.2;7.2;3.95;3.24
1983;2;28;7.63;0.0;22.9;8.69;15.8;23.23;15.86;31.37;15.51;95.25;3.56;5.41;2.45;2.95;5.57;7.36;4.2;3.16
1983;3;1;6.53;0.0;24.68;6.48;15.58;24.48;17.57;33.2;15.64;95.2;3.15;5.02;1.76;3.27;4.35;5.8;2.6;3.2
1983;3;2;6.41;0.0;24.27;6.07;15.17;24.5;17.57;33.3;15.73;95.18;3.19;4.92;1.87;3.06;4.59;6.39;2.85;3.54
1983;3;3;6.23;0.0;24.04;5.8;14.91;24.35;17.59;33.25;15.66;95.2;3.38;4.57;2.25;2.33;4.95;6.74;3.28;3.47
1983;3;4;5.8;0.0;23.79;4.69;14.24;24.19;18.52;33.2;14.69;95.19;3.3;4.74;1.68;3.06;5.06;7.55;2.83;4.72
1983;3;5;5.62;0.0;23.54;4.23;13.88;23.82;18.48;33.18;14.7;95.15;3.72;5.55;2.37;3.18;5.71;7.89;3.68;4.21
1983;3;6;6.04;0.0;23.29;5.37;14.33;23.72;18.23;32.94;14.7;95.12;3.75;5.21;2.49;2.72;5.9;9.05;4.04;5.01
1983;3;7;7.45;0.0;24.59;8.3;16.44;25.58;16.7;33.51;16.82;95.16;3.75;5.24;2.45;2.79;6.0;9.23;2.5;6.73
1983;3;8;7.08;0.0;25.34;7.71;16.52;25.5;16.84;34.01;17.17;95.22;3.85;6.37;2.19;4.18;5.61;7.34;3.59;3.76
1983;3;9;6.84;0.0;25.15;7.12;16.13;25.26;18.16;34.33;16.17;95.17;3.59;5.96;2.02;3.95;5.23;7.07;3.31;3.75
1983;3;10;6.71;0.0;24.71;6.93;15.82;24.98;17.88;34.12;16.23;95.09;3.8;6.23;2.43;3.8;5.69;7.3;3.63;3.67
1983;3;11;6.35;0.0;23.99;6.14;15.06;24.4;17.54;33.15;15.62;95.13;3.79;5.47;2.37;3.11;5.92;7.62;4.05;3.57
1983;3;12;6.65;0.0;24.76;6.77;15.77;25.09;18.3;34.3;16.0;95.07;3.41;5.33;2.23;3.09;5.08;7.05;3.76;3.3
1983;3;13;6.53;0.0;24.88;6.59;15.73;25.06;17.98;33.79;15.8;95.06;3.42;5.99;1.88;4.12;5.05;6.99;3.03;3.96
1983;3;14;6.41;0.0;25.33;6.11;15.72;25.42;16.28;34.19;17.91;95.13;3.57;5.81;2.16;3.64;5.23;6.83;3.41;3.42
1983;3;15;6.16;0.0;24.69;5.63;15.15;25.01;19.18;34.23;15.05;95.09;3.37;4.91;2.02;2.88;4.93;6.29;3.17;3.12
1983;3;16;6.65;0.0;25.0;6.8;15.9;25.3;17.51;34.11;16.61;95.06;3.6;5.91;1.95;3.96;5.41;6.89;3.33;3.56
1983;3;17;7.08;0.0;26.35;7.73;17.04;26.37;18.03;35.61;17.58;95.08;3.4;4.87;1.77;3.09;5.02;6.52;2.86;3.66
1983;3;18;7.69;0.0;26.99;8.95;17.97;26.91;17.48;35.84;18.36;95.03;3.31;5.62;2.09;3.54;4.55;6.24;3.5;2.74
1983;3;19;7.32;0.0;27.37;8.12;17.75;27.55;17.23;36.65;19.43;94.93;2.77;4.58;1.46;3.12;3.88;5.16;1.94;3.23
1983;3;20;6.84;0.0;27.23;7.1;17.16;27.38;17.1;36.79;19.69;94.91;3.34;5.48;1.01;4.48;4.98;7.81;1.16;6.65
1983;3;21;6.04;0.0;26.54;5.28;15.9;26.25;19.2;35.98;16.77;94.95;3.2;5.92;0.21;5.71;4.6;7.77;0.36;7.41
1983;3;22;6.96;0.0;25.1;7.25;16.17;25.05;11.56;31.04;19.48;95.08;2.55;4.65;1.03;3.62;4.17;8.24;1.14;7.11
1983;3;23;12.45;0.0;28.53;16.41;22.48;29.23;15.62;36.04;20.41;94.93;3.2;5.02;1.77;3.25;4.89;8.15;2.36;5.78
1983;3;24;8.79;0.0;28.89;10.47;19.68;29.3;14.11;36.99;22.89;94.9;3.62;5.42;0.77;4.64;5.19;6.51;1.31;5.2
1983;3;25;6.9;0.0;28.89;7.17;18.03;28.3;15.16;37.08;21.93;94.87;2.39;4.25;0.59;3.66;3.12;4.71;0.87;3.84
1983;3;26;6.84;0.0;29.4;7.13;18.27;29.12;16.81;38.01;21.21;94.73;2.41;3.23;1.91;1.31;3.21;4.35;2.38;1.98
1983;3;27;8.0;0.09;29.88;9.51;19.69;30.56;17.33;39.0;21.66;94.62;3.3;4.88;1.11;3.77;4.96;7.73;1.01;6.73
1983;3;28;10.13;0.01;29.6;13.11;21.35;30.23;15.19;37.87;22.69;94.7;3.59;5.76;2.2;3.56;5.28;7.02;3.54;3.48
1983;3;29;11.17;0.0;30.24;14.69;22.46;30.26;15.74;38.37;22.62;94.65;3.3;5.62;1.37;4.26;4.62;6.34;1.97;4.36
1983;3;30;14.1;0.05;29.51;18.35;23.94;30.61;12.16;35.78;23.62;94.75;1.84;2.61;0.7;1.91;2.59;4.95;1.14;3.8
1983;3;31;15.56;0.1;27.72;20.09;23.9;28.26;7.49;31.61;24.12;94.86;4.44;7.33;1.61;5.72;6.3;8.56;3.3;5.27
1983;4;1;15.5;4.34;27.29;20.02;23.65;27.98;8.7;32.3;23.61;94.92;2.97;4.1;1.91;2.19;4.53;5.91;3.5;2.41
1983;4;2;14.28;0.41;28.14;18.68;23.41;29.17;11.45;34.47;23.01;94.93;3.57;5.26;2.34;2.91;5.52;7.45;3.84;3.6
1983;4;3;10.86;0.28;28.42;14.12;21.27;28.94;15.04;36.15;21.12;94.91;2.8;3.93;0.41;3.52;4.35;7.23;0.6;6.63
1983;4;4;10.62;1.2;28.26;13.77;21.01;28.82;14.66;36.12;21.46;94.87;2.87;3.75;0.66;3.09;4.35;6.62;0.99;5.63
1983;4;5;8.97;0.1;27.83;11.27;19.55;28.17;14.73;35.84;21.12;94.87;3.16;4.64;0.71;3.93;4.87;7.45;1.11;6.34
1983;4;6;10.31;0.39;29.25;13.38;21.32;29.84;16.98;37.93;20.94;94.74;2.88;4.99;1.58;3.41;4.4;8.14;2.17;5.97
1983;4;7;14.34;0.07;30.07;18.69;24.38;31.19;12.85;36.7;23.85;94.79;2.6;5.05;0.79;4.27;3.85;6.48;1.12;5.36
1983;4;8;14.47;0.35;29.67;18.9;24.29;30.55;11.63;35.56;23.93;94.82;2.26;3.48;1.0;2.48;3.49;6.16;1.57;4.59
1983;4;9;14.95;0.54;29.47;19.39;24.43;30.92;12.67;36.88;24.21;94.8;2.24;3.56;0.77;2.8;3.3;6.47;1.1;5.37
1983;4;10;15.5;2.56;25.21;20.02;22.62;26.23;7.25;28.81;21.57;95.08;2.34;4.2;1.07;3.14;3.0;5.62;1.14;4.48
1983;4;11;11.96;0.59;23.32;15.91;19.62;23.8;8.91;28.17;19.27;95.26;4.65;8.44;1.96;6.48;6.52;10.18;3.38;6.8
1983;4;12;13.12;19.0;25.47;17.32;21.39;26.19;13.68;32.79;19.11;95.16;2.9;4.57;1.84;2.73;4.63;6.95;3.27;3.68
1983;4;13;12.21;2.48;26.3;16.1;21.2;27.06;14.83;33.88;19.05;95.11;3.45;4.91;2.31;2.6;5.43;7.62;3.29;4.32
1983;4;14;12.02;0.36;27.6;15.83;21.72;28.4;14.74;35.37;20.63;95.04;3.3;5.68;1.91;3.76;4.8;6.53;3.13;3.39
1983;4;15;12.27;0.01;29.05;16.19;22.62;29.7;14.14;36.18;22.04;94.97;2.75;4.44;0.6;3.84;4.05;5.04;0.37;4.67
1983;4;16;13.24;0.02;31.06;17.4;24.23;31.96;13.73;38.03;24.3;94.9;1.95;3.23;0.44;2.8;2.79;6.01;0.34;5.66
1983;4;17;15.26;4.36;29.08;19.78;24.44;29.3;9.16;33.82;24.66;94.91;2.67;3.9;0.68;3.22;4.12;6.99;1.04;5.95
1983;4;18;15.26;2.18;29.15;19.75;24.45;29.79;12.16;34.99;22.83;94.86;2.51;4.22;0.98;3.24;3.97;6.48;0.95;5.53
1983;4;19;15.75;2.98;29.03;20.23;24.63;29.56;11.31;35.07;23.76;94.95;3.02;4.46;1.01;3.45;4.99;6.99;1.24;5.76
1983;4;20;14.77;2.43;27.63;19.25;23.44;27.36;8.83;32.53;23.7;95.07;2.48;3.63;0.89;2.74;3.77;5.91;1.31;4.59
1983;4;21;10.38;0.0;29.04;13.4;21.22;28.77;16.18;37.12;20.94;94.99;2.52;3.23;1.12;2.12;3.61;5.65;1.65;4.0
1983;4;22;8.36;0.05;29.3;10.37;19.83;28.45;17.36;37.36;20.0;94.88;2.65;4.09;0.45;3.64;3.64;6.33;0.7;5.64
1983;4;23;8.12;1.32;28.8;9.83;19.32;28.15;17.61;37.26;19.65;94.85;2.16;3.59;1.19;2.41;2.99;5.15;1.94;3.2
1983;4;24;9.16;0.0;29.85;11.69;20.77;30.12;16.69;37.98;21.3;94.87;2.52;4.07;1.41;2.65;3.8;7.04;1.33;5.7
1983;4;25;9.22;1.46;30.48;11.82;21.15;29.91;16.98;38.47;21.5;94.86;2.37;3.86;0.24;3.62;3.2;5.13;0.32;4.8
1983;4;26;13.24;0.0;30.01;17.4;23.7;30.79;15.48;37.54;22.07;94.89;3.12;5.0;0.48;4.52;4.4;7.62;0.66;6.96
1983;4;27;13.24;0.0;31.61;17.48;24.54;32.84;14.67;38.76;24.1;94.77;2.52;4.64;0.51;4.13;3.8;7.16;0.67;6.48
1983;4;28;13.24;0.0;32.67;17.39;25.03;34.33;14.85;40.23;25.38;94.73;3.4;5.83;1.11;4.72;5.19;8.7;1.41;7.29
1983;4;29;14.22;0.0;32.37;18.58;25.48;34.3;13.95;39.5;25.55;94.8;3.51;5.77;1.23;4.54;5.2;8.66;1.2;7.46
1983;4;30;14.16;0.0;31.87;18.51;25.19;33.48;13.12;38.63;25.51;94.82;2.95;4.86;0.86;4.0;4.38;7.82;1.16;6.66
1983;5;1;14.16;0.57;31.03;18.58;24.8;32.56;11.02;37.19;26.16;94.86;3.74;6.5;1.2;5.3;5.22;9.2;1.45;7.74
1983;5;2;13.61;1.36;29.3;17.9;23.6;30.77;12.2;35.82;23.63;94.97;3.41;5.77;0.61;5.16;4.89;8.29;0.62;7.66
1983;5;3;14.4;0.36;29.4;18.83;24.11;30.85;11.05;35.23;24.18;94.86;2.91;4.69;0.94;3.75;4.06;6.76;1.65;5.12
1983;5;4;14.1;0.41;30.29;18.51;24.4;31.97;12.44;37.07;24.63;94.86;4.13;5.93;1.05;4.87;5.53;8.27;1.1;7.16
1983;5;5;14.1;2.08;30.08;18.5;24.29;31.61;13.78;36.94;23.16;94.95;3.28;5.51;0.53;4.98;4.49;7.66;0.8;6.87
1983;5;6;15.38;7.96;29.84;19.85;24.85;31.19;11.31;35.62;24.3;94.96;2.27;3.84;0.61;3.23;3.1;5.58;0.95;4.62
1983;5;7;15.08;0.16;29.62;19.54;24.58;31.08;12.84;36.14;23.3;94.92;2.85;4.29;1.39;2.9;4.52;7.68;1.59;6.09
1983;5;8;13.79;0.45;30.76;18.12;24.44;32.25;15.02;38.62;23.61;94.95;3.65;5.26;1.7;3.56;5.66;8.38;2.02;6.36
1983;5;9;15.2;1.54;29.41;19.76;24.58;30.3;9.9;35.01;25.11;95.0;3.98;5.7;2.84;2.86;5.75;8.52;3.97;4.55
1983;5;10;15.87;3.7;27.33;20.35;23.84;28.15;9.58;33.34;23.76;95.06;2.34;3.7;0.77;2.94;3.69;5.25;0.98;4.26
1983;5;11;16.11;2.84;26.74;20.65;23.7;27.69;9.76;32.51;22.75;95.02;2.35;4.09;0.2;3.9;3.47;5.2;0.32;4.88
1983;5;12;14.83;1.12;28.27;19.33;23.8;29.29;12.5;35.38;22.87;95.03;3.73;7.11;1.37;5.74;5.38;8.43;2.49;5.95
1983;5;13;14.77;1.51;29.02;19.29;24.15;30.08;12.32;35.89;23.57;95.04;3.09;4.98;1.88;3.1;4.94;6.41;3.36;3.04
1983;5;14;15.08;3.42;30.13;19.51;24.82;31.47;14.26;37.76;23.51;94.91;3.41;4.58;2.57;2.0;5.41;6.28;3.87;2.41
1983;5;15;16.66;5.39;28.76;21.14;24.95;29.8;9.9;34.18;24.28;94.86;2.3;3.45;0.52;2.94;3.51;5.47;0.45;5.02
1983;5;16;18.25;9.48;25.99;22.65;24.32;26.26;5.05;28.87;23.81;94.88;2.72;4.69;1.55;3.13;3.9;5.45;2.87;2.59
1983;5;17;17.21;3.36;27.48;21.73;24.6;27.9;8.77;32.39;23.62;94.93;1.84;3.34;0.26;3.08;2.91;4.94;0.27;4.66
1983;5;18;17.88;13.98;26.82;22.35;24.58;27.2;7.84;31.08;23.23;95.02;1.9;2.87;0.47;2.4;3.28;4.88;0.44;4.45
1983;5;19;16.36;3.64;28.08;20.87;24.48;28.76;12.8;34.88;22.08;95.01;2.61;4.53;0.45;4.08;4.05;5.45;0.81;4.63
1983;5;20;17.4;6.79;27.12;21.91;24.51;27.69;9.64;32.39;22.76;94.98;1.88;3.35;0.48;2.87;3.16;4.88;0.7;4.18
1983;5;21;17.64;11.0;26.4;22.11;24.26;26.83;8.09;30.83;22.76;94.91;2.15;3.29;1.43;1.86;3.34;5.05;1.73;3.33
1983;5;22;17.21;7.01;26.01;21.71;23.87;26.51;8.75;30.95;22.2;95.01;2.55;3.48;1.71;1.77;4.02;5.27;2.41;2.86
1983;5;23;16.6;1.82;26.83;21.16;24.0;27.3;10.09;32.37;22.29;95.03;1.88;2.91;0.25;2.66;3.05;4.82;0.37;4.45
1983;5;24;15.69;0.46;28.34;20.15;24.25;28.99;12.27;34.78;22.51;94.97;2.34;3.94;1.14;2.8;3.6;4.94;1.7;3.24
1983;5;25;16.42;0.86;26.69;20.95;23.82;27.15;8.17;31.55;23.38;95.04;2.3;3.01;1.51;1.49;3.67;5.05;1.41;3.64
1983;5;26;17.27;10.66;25.87;21.82;23.84;26.27;7.7;30.37;22.66;95.12;1.98;2.76;0.84;1.92;3.29;5.48;1.03;4.45
1983;5;27;15.5;2.46;26.98;19.99;23.48;27.73;12.49;34.08;21.59;95.12;3.05;4.81;0.95;3.86;5.02;8.19;1.19;7.0
1983;5;28;13.06;1.23;26.62;17.25;21.94;26.6;12.02;32.98;20.96;95.08;2.7;5.69;0.43;5.26;3.93;8.54;0.71;7.83
1983;5;29;15.08;0.97;26.87;19.42;23.15;27.57;11.77;32.93;21.16;94.92;2.3;2.94;1.44;1.5;3.82;6.62;1.4;5.22
1983;5;30;16.78;8.11;27.23;21.29;24.26;27.4;9.71;32.22;22.51;94.83;2.11;4.22;0.24;3.98;3.39;6.73;0.41;6.33
1983;5;31;16.66;2.97;27.62;21.2;24.4;27.71;10.36;32.81;22.45;94.89;2.04;4.19;0.66;3.52;3.23;6.32;0.88;5.44
1983;6;1;16.72;1.51;27.85;21.24;24.55;28.42;10.52;33.72;23.19;95.03;2.39;3.65;1.27;2.38;3.79;5.53;1.65;3.88
1983;6;2;16.11;0.28;28.39;20.62;24.51;28.96;11.72;34.83;23.11;94.95;2.71;4.25;0.53;3.71;4.09;5.28;1.02;4.27
1983;6;3;16.3;4.85;28.29;20.79;24.54;28.83;10.51;34.15;23.65;94.91;2.14;3.91;0.41;3.5;3.33;5.24;0.8;4.45
1983;6;4;15.32;2.23;27.49;19.76;23.63;28.17;11.53;33.83;22.3;95.01;2.69;3.93;1.04;2.89;3.93;6.32;1.79;4.53
1983;6;5;16.42;6.19;26.9;20.98;23.94;27.55;9.88;32.51;22.65;95.03;2.0;3.16;0.4;2.77;3.26;5.7;0.53;5.17
1983;6;6;16.97;2.03;23.94;21.5;22.72;24.23;3.02;25.69;22.67;95.06;2.81;3.66;2.36;1.3;4.05;5.04;2.82;2.22
1983;6;7;16.05;1.63;24.39;20.64;22.51;25.1;6.75;28.47;21.71;95.07;2.15;3.16;1.28;1.88;3.19;4.77;1.89;2.88
1983;6;8;15.26;5.65;25.9;19.77;22.83;26.49;9.66;30.73;21.06;95.09;1.59;2.82;0.35;2.47;2.57;4.91;0.16;4.76
1983;6;9;15.99;2.66;24.13;20.6;22.37;24.28;4.26;26.48;22.23;95.15;1.69;2.64;0.38;2.26;2.77;5.45;0.42;5.02
1983;6;10;15.93;3.73;24.76;20.5;22.63;25.16;8.36;29.18;20.82;95.12;2.59;4.02;1.71;2.3;4.12;5.66;2.59;3.08
1983;6;11;16.3;5.9;25.68;20.85;23.26;25.68;8.19;29.95;21.76;95.12;1.8;3.55;0.84;2.71;2.84;5.43;1.09;4.34
1983;6;12;16.72;7.66;25.6;21.29;23.44;25.7;8.3;30.19;21.88;95.16;2.04;3.85;1.04;2.81;3.27;5.72;1.19;4.53
1983;6;13;16.48;5.92;26.35;21.05;23.7;26.73;10.42;32.06;21.64;95.17;2.02;3.61;0.71;2.9;3.02;4.26;1.39;2.87
1983;6;14;16.78;4.16;25.18;21.4;23.29;25.48;7.23;29.12;21.9;95.25;1.82;2.94;0.8;2.14;2.66;3.69;1.23;2.46
1983;6;15;17.03;6.97;24.25;21.65;22.95;24.47;5.85;27.89;22.03;95.4;1.78;3.16;0.47;2.69;2.48;4.18;0.78;3.4
1983;6;16;16.11;6.71;23.16;20.76;21.96;23.02;4.88;25.66;20.78;95.47;1.29;2.58;0.3;2.27;2.12;4.55;0.3;4.24
1983;6;17;15.62;1.94;26.22;20.2;23.21;26.5;12.97;32.82;19.85;95.34;2.12;3.19;1.16;2.03;3.34;5.09;1.87;3.21
1983;6;18;16.6;2.18;26.78;21.14;23.96;27.05;10.6;32.33;21.73;95.24;2.38;4.18;0.83;3.35;3.83;6.84;1.24;5.6
1983;6;19;17.52;9.21;26.3;22.07;24.19;26.24;7.59;30.52;22.94;95.23;1.85;3.37;1.09;2.27;2.89;5.29;1.25;4.03
1983;6;20;17.09;6.21;25.5;21.69;23.59;25.85;8.59;30.47;21.88;95.33;2.56;3.77;1.84;1.95;4.08;5.84;2.83;3.02
1983;6;21;16.72;9.74;25.08;21.33;23.2;25.28;8.51;29.79;21.27;95.37;2.37;3.22;1.96;1.26;3.93;5.0;2.43;2.57
1983;6;22;15.75;3.87;25.02;20.3;22.66;24.9;8.72;29.86;21.14;95.24;2.09;3.95;1.01;2.95;3.43;6.32;1.81;4.52
