YEAR;MO;DY;QV2M;PRECTOTCORR;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
1983;2;18;9.7;0.04;23.15;11.86;17.51;23.04;14.3;31.53;17.24;90.06;2.28;3.48;0.69;2.79;3.66;6.66;0.89;5.77
1983;2;19;9.7;0.0;23.61;11.75;17.68;22.92;14.59;31.66;17.08;90.05;1.7;2.98;0.42;2.56;2.48;4.15;0.67;3.48
1983;2;20;9.89;0.0;23.29;12.02;17.65;22.92;14.05;31.78;17.72;90.05;2.38;4.25;0.23;4.03;3.81;7.3;0.3;7.0
1983;2;21;10.93;0.0;23.05;13.56;18.3;23.12;16.09;31.59;15.5;90.02;2.88;4.08;1.05;3.02;4.4;5.11;1.57;3.54
1983;2;22;12.15;0.01;23.65;15.22;19.43;24.08;14.6;31.31;16.71;90.03;1.33;2.16;0.46;1.7;1.92;3.09;0.5;2.59
1983;2;23;12.51;0.07;24.33;15.58;19.95;24.44;13.46;31.48;18.02;90.07;1.51;2.7;0.28;2.41;2.2;3.23;0.6;2.63
1983;2;24;11.29;0.01;24.3;13.85;19.07;23.85;11.33;30.92;19.59;90.06;1.7;2.64;0.58;2.06;2.62;4.62;0.77;3.85
1983;2;25;12.76;0.0;25.14;16.03;20.58;25.23;12.16;32.2;20.04;90.02;2.03;3.02;0.73;2.29;3.22;5.32;0.84;4.48
1983;2;26;9.95;0.0;23.55;11.73;17.64;23.44;14.49;31.26;16.76;90.13;2.77;5.34;0.81;4.52;4.17;6.84;1.21;5.64
1983;2;27;8.42;0.0;22.13;9.48;15.8;21.99;14.32;30.36;16.04;90.17;3.12;5.8;0.27;5.55;4.93;7.52;0.38;7.14
1983;2;28;7.57;0.0;19.63;7.71;13.67;19.16;10.26;25.81;15.55;90.07;4.27;7.13;2.46;4.67;7.2;8.99;5.09;3.91
1983;3;1;7.69;0.0;21.48;8.1;14.79;21.56;15.66;30.29;14.63;90.05;4.06;6.18;2.6;3.58;6.62;7.58;5.42;2.16
1983;3;2;7.2;0.0;21.76;7.3;14.54;21.74;15.8;30.85;15.05;90.05;3.77;5.62;2.66;2.98;6.11;7.35;4.77;2.59
1983;3;3;7.57;0.0;22.23;8.07;15.15;22.12;16.2;31.86;15.66;90.07;2.95;4.02;1.98;2.04;4.83;8.43;2.48;5.95
1983;3;4;6.84;0.0;21.55;6.51;14.03;21.69;18.32;31.72;13.4;90.06;3.32;3.95;2.76;1.19;5.66;8.19;3.43;4.76
1983;3;5;6.29;0.0;21.32;5.21;13.26;21.2;17.81;31.23;13.41;90.04;3.67;5.34;2.66;2.69;6.04;7.49;4.59;2.9
1983;3;6;6.29;0.0;20.87;5.18;13.03;20.98;16.59;30.06;13.48;90.05;3.09;4.37;2.14;2.23;5.24;7.55;2.48;5.06
1983;3;7;7.2;0.0;21.62;7.17;14.4;21.8;16.12;30.63;14.51;90.06;3.98;6.51;2.8;3.7;6.61;8.09;5.17;2.91
1983;3;8;7.32;0.0;21.88;7.54;14.71;21.94;14.52;30.55;16.03;90.1;4.26;7.08;2.64;4.44;6.83;8.73;5.27;3.47
1983;3;9;6.77;0.0;22.01;6.53;14.27;22.04;15.23;30.75;15.53;90.06;4.41;7.42;3.14;4.28;7.3;9.13;6.29;2.84
1983;3;10;6.9;0.0;22.32;6.7;14.51;22.3;16.16;31.44;15.28;89.99;4.24;5.87;3.02;2.84;6.99;8.09;5.73;2.36
1983;3;11;6.96;0.0;22.2;6.83;14.51;22.27;16.54;31.62;15.08;89.99;3.84;5.21;2.81;2.4;6.44;7.81;5.05;2.77
1983;3;12;7.39;0.0;22.58;7.54;15.06;22.82;17.96;32.45;14.49;89.95;3.4;5.64;2.52;3.13;5.79;7.55;3.07;4.48
1983;3;13;7.51;0.0;22.65;7.86;15.25;22.98;17.54;32.26;14.72;89.95;3.21;5.16;2.35;2.8;5.46;7.56;2.57;4.99
1983;3;14;7.26;0.0;22.93;7.47;15.19;23.15;16.86;32.45;15.59;90.01;3.58;4.97;2.66;2.3;5.98;8.76;4.24;4.52
1983;3;15;6.53;0.0;22.68;5.73;14.2;22.84;18.31;32.78;14.47;89.96;3.99;6.24;3.09;3.15;6.63;7.88;4.72;3.16
1983;3;16;7.08;0.0;23.03;7.08;15.06;23.24;17.27;32.7;15.44;89.94;3.74;5.87;2.71;3.16;6.17;7.84;4.27;3.57
1983;3;17;7.87;0.0;23.37;8.6;15.98;23.29;16.98;32.77;15.79;90.01;3.23;3.97;2.55;1.42;5.34;7.54;4.16;3.39
1983;3;18;7.93;0.0;24.18;8.78;16.48;24.15;17.38;33.82;16.44;89.96;3.46;4.77;2.38;2.39;5.53;8.62;3.62;5.0
1983;3;19;7.93;0.0;24.59;8.69;16.64;24.76;17.54;34.3;16.76;89.88;3.52;4.96;2.64;2.32;5.81;7.95;4.63;3.31
1983;3;20;7.51;0.0;24.71;7.94;16.32;24.55;16.66;34.41;17.76;89.87;3.37;5.14;2.1;3.05;5.25;8.41;3.27;5.14
1983;3;21;6.9;0.0;23.44;6.33;14.88;23.37;17.2;32.59;15.4;89.92;3.47;5.95;1.56;4.39;5.3;7.23;2.8;4.43
1983;3;22;7.2;0.02;23.02;6.83;14.92;23.03;13.72;30.71;16.99;89.99;3.12;4.63;1.55;3.09;5.09;6.55;2.77;3.78
1983;3;23;11.6;0.0;23.71;14.58;19.15;24.0;15.91;32.6;16.69;89.92;3.09;4.61;1.82;2.78;5.37;8.01;2.29;5.72
1983;3;24;10.31;0.0;25.56;12.69;19.12;26.33;17.18;34.91;17.73;89.85;3.33;5.2;2.05;3.14;5.44;7.55;2.49;5.06
1983;3;25;10.19;0.0;25.92;12.39;19.15;26.43;15.93;34.98;19.05;89.82;2.66;3.78;1.73;2.05;4.2;5.31;3.26;2.05
1983;3;26;8.36;0.0;26.19;9.16;17.67;25.95;15.57;35.67;20.1;89.74;1.66;2.61;0.38;2.23;2.48;4.99;0.49;4.49
1983;3;27;13.06;1.07;26.23;16.08;21.15;27.19;17.76;35.06;17.3;89.7;1.96;3.84;0.84;3.0;2.87;4.7;1.42;3.28
1983;3;28;13.31;1.68;27.21;16.38;21.8;27.91;13.27;34.73;21.47;89.73;1.73;3.19;0.39;2.8;2.57;3.93;0.71;3.22
1983;3;29;14.77;1.01;26.53;18.15;22.34;27.46;14.59;34.37;19.77;89.73;1.86;3.45;0.15;3.3;3.03;4.91;0.56;4.34
1983;3;30;15.87;3.51;24.08;19.48;21.78;24.91;8.12;28.94;20.82;89.82;2.23;4.54;0.27;4.27;3.51;5.62;0.14;5.47
1983;3;31;15.44;2.54;22.56;19.1;20.83;22.92;6.78;26.57;19.79;89.89;2.65;4.8;1.38;3.42;4.09;5.86;3.05;2.8
1983;4;1;15.5;6.88;22.83;19.14;20.99;23.4;7.93;27.52;19.59;89.91;1.76;3.66;0.8;2.85;2.75;4.34;1.26;3.08
1983;4;2;15.08;6.29;23.74;18.73;21.23;24.38;9.94;29.37;19.44;89.95;1.54;2.53;0.25;2.28;2.49;3.84;0.4;3.45
1983;4;3;13.49;1.58;24.5;16.89;20.69;25.02;13.59;32.12;18.54;89.91;2.05;3.24;1.01;2.23;3.23;4.3;1.21;3.09
1983;4;4;13.31;1.33;24.38;16.58;20.48;24.68;13.05;31.75;18.69;89.89;1.74;3.01;0.59;2.42;2.82;4.49;0.84;3.65
1983;4;5;11.72;3.55;24.0;14.57;19.29;24.02;15.09;31.76;16.68;89.89;1.73;2.24;0.59;1.65;2.67;4.07;0.84;3.23
1983;4;6;13.06;0.45;24.32;16.21;20.26;24.92;16.51;32.98;16.47;89.8;1.85;2.67;0.57;2.1;3.02;5.08;0.54;4.54
1983;4;7;15.38;0.17;23.83;19.03;21.43;24.52;10.29;29.3;19.01;89.87;2.02;3.92;1.38;2.55;3.15;4.63;1.33;3.3
1983;4;8;15.32;0.4;23.91;18.96;21.44;24.5;10.62;29.4;18.79;89.88;2.52;4.4;1.62;2.77;3.78;5.35;2.91;2.45
1983;4;9;15.26;0.25;24.06;18.87;21.47;24.64;9.68;29.06;19.38;89.84;1.66;2.81;0.64;2.17;2.39;3.59;0.96;2.63
1983;4;10;14.65;0.45;21.8;18.26;20.03;22.4;5.47;25.16;19.69;89.95;2.32;3.41;0.92;2.49;3.45;5.28;1.74;3.54
1983;4;11;12.15;1.85;20.48;15.29;17.88;20.73;7.11;24.55;17.44;90.08;4.07;7.78;2.03;5.75;6.05;10.05;4.36;5.7
1983;4;12;12.94;18.52;22.52;16.26;19.39;23.0;14.68;30.57;15.89;90.02;3.02;4.97;1.89;3.07;4.98;6.09;3.91;2.17
1983;4;13;12.51;2.1;23.08;15.79;19.43;23.54;14.24;30.58;16.34;90.0;2.99;4.56;1.83;2.73;4.98;6.45;2.43;4.02
1983;4;14;13.12;1.14;23.64;16.42;20.03;24.08;14.15;30.94;16.79;89.98;2.65;4.54;1.0;3.54;4.19;5.65;1.74;3.91
1983;4;15;14.4;7.01;24.02;17.98;21.0;24.34;12.02;30.23;18.2;89.98;1.91;2.6;0.8;1.8;3.22;5.09;0.71;4.38
1983;4;16;14.65;2.45;24.69;18.24;21.47;24.74;9.95;30.61;20.66;89.97;1.55;2.27;0.24;2.02;2.62;5.0;0.37;4.62
1983;4;17;16.05;4.86;23.15;19.72;21.44;23.22;6.24;26.62;20.38;89.97;1.72;3.18;0.6;2.58;2.78;4.02;0.74;3.28
1983;4;18;15.5;4.5;23.44;19.17;21.3;23.75;10.02;28.54;18.52;89.9;1.73;2.39;0.86;1.53;2.73;4.03;0.98;3.05
1983;4;19;15.99;3.97;23.53;19.66;21.59;23.42;8.2;27.4;19.19;89.97;1.93;4.23;0.78;3.45;2.98;5.27;1.17;4.09
1983;4;20;15.2;10.46;23.8;18.88;21.34;24.03;11.23;30.01;18.78;90.04;2.42;3.83;1.34;2.49;4.05;5.53;1.77;3.77
1983;4;21;13.49;0.27;24.76;16.95;20.85;24.31;12.77;31.37;18.59;89.99;1.52;2.48;0.92;1.56;2.23;3.25;1.19;2.06
1983;4;22;11.72;1.5;24.78;14.62;19.7;23.58;13.11;31.48;18.37;89.91;1.01;2.34;0.2;2.13;1.55;2.66;0.29;2.38
1983;4;23;11.35;2.18;24.48;14.1;19.29;23.23;13.77;31.68;17.91;89.87;1.22;2.23;0.16;2.07;1.77;2.92;0.23;2.7
1983;4;24;13.0;0.83;24.03;16.24;20.13;23.69;14.77;31.01;16.24;89.91;1.57;2.37;0.4;1.98;2.46;3.66;0.78;2.87
1983;4;25;14.4;1.61;24.48;17.91;21.2;25.07;13.7;31.92;18.23;89.94;2.1;3.49;0.48;3.02;3.45;5.66;0.62;5.04
1983;4;26;15.14;0.05;24.53;18.76;21.65;25.53;11.43;30.74;19.32;89.97;2.06;3.85;0.26;3.6;3.34;5.27;0.28;4.98
1983;4;27;15.32;0.0;24.85;18.93;21.89;25.64;11.39;30.42;19.04;89.89;1.8;4.17;0.35;3.82;3.01;4.9;0.55;4.34
1983;4;28;15.75;0.0;24.48;19.38;21.93;25.22;9.98;29.88;19.89;89.88;2.07;3.07;0.85;2.22;3.38;4.82;0.7;4.12
1983;4;29;15.93;0.0;24.85;19.59;22.22;25.87;10.81;31.01;20.21;89.93;2.36;4.46;1.23;3.23;3.77;5.33;1.25;4.07
1983;4;30;15.69;0.0;24.8;19.32;22.06;25.51;10.13;30.1;19.97;89.94;1.66;3.51;0.05;3.45;2.71;4.41;0.05;4.36
1983;5;1;16.17;6.87;23.14;19.89;21.51;23.45;7.34;27.34;20.01;89.95;2.42;3.65;1.59;2.07;3.95;5.02;3.12;1.89
1983;5;2;15.14;5.48;22.98;18.76;20.87;23.63;9.02;28.36;19.33;90.02;2.12;3.21;1.35;1.86;3.32;5.4;1.86;3.54
1983;5;3;15.5;5.56;22.98;19.14;21.05;23.58;9.64;28.81;19.16;89.93;1.84;2.94;0.41;2.53;3.0;4.69;0.96;3.73
1983;5;4;15.69;3.45;22.46;19.4;20.93;23.16;8.2;27.37;19.18;89.99;2.34;3.95;1.0;2.95;3.45;5.23;1.59;3.63
1983;5;5;14.71;11.92;21.7;18.32;20.01;22.21;9.25;26.67;17.42;90.06;2.33;3.4;1.03;2.37;3.59;5.33;0.96;4.37
1983;5;6;15.62;5.84;22.78;19.3;21.04;23.43;10.01;28.3;18.3;90.02;1.76;2.92;1.14;1.78;2.8;3.98;1.29;2.7
1983;5;7;16.17;2.01;23.19;19.83;21.51;23.68;9.11;28.21;19.1;89.97;1.92;3.46;1.06;2.4;3.05;4.12;1.47;2.65
1983;5;8;15.93;2.18;23.55;19.59;21.57;24.21;9.87;29.19;19.32;90.04;2.43;4.02;1.66;2.36;3.98;5.08;2.2;2.88
1983;5;9;16.11;5.16;22.62;19.8;21.22;23.01;7.39;26.72;19.33;90.06;2.52;3.67;1.6;2.08;4.06;4.79;2.79;2.0
1983;5;10;15.56;11.76;22.09;19.26;20.67;22.48;6.52;25.86;19.34;90.06;1.62;3.09;0.59;2.49;2.52;4.62;0.77;3.85
1983;5;11;15.81;2.18;21.75;19.52;20.63;21.81;6.24;25.31;19.07;89.97;1.56;2.91;0.7;2.22;2.22;3.51;1.09;2.41
1983;5;12;15.75;0.9;22.77;19.43;21.1;23.05;8.89;27.92;19.03;89.99;1.95;3.71;0.66;3.05;2.85;4.62;0.75;3.88
1983;5;13;15.62;2.32;23.19;19.31;21.26;23.41;9.05;28.32;19.27;90.02;2.06;3.92;0.66;3.26;3.0;4.88;0.91;3.95
1983;5;14;15.93;2.05;22.94;19.59;21.26;23.3;9.02;27.58;18.55;89.97;2.13;2.98;1.59;1.4;3.33;4.5;2.52;1.98
1983;5;15;16.17;3.15;23.13;19.8;21.46;23.58;9.95;28.15;18.2;89.87;1.52;2.9;0.27;2.63;2.4;3.97;0.48;3.48
1983;5;16;16.66;11.93;23.37;20.33;21.85;23.21;6.9;27.15;20.25;89.81;0.97;1.42;0.22;1.2;1.45;2.7;0.34;2.37
1983;5;17;16.05;7.47;21.98;19.76;20.87;22.23;5.61;25.5;19.89;89.95;2.2;4.66;0.95;3.7;3.31;5.73;1.24;4.49
1983;5;18;16.24;13.99;21.81;19.94;20.87;21.96;6.07;25.4;19.33;90.02;1.76;2.1;1.32;0.79;2.88;3.95;2.05;1.9
1983;5;19;16.05;8.29;23.3;19.75;21.53;23.51;10.19;28.47;18.28;89.98;1.79;2.76;0.87;1.9;2.71;3.45;1.52;1.93
1983;5;20;16.24;8.91;22.8;19.93;21.37;22.93;7.45;27.17;19.73;89.95;1.39;2.04;0.59;1.44;2.23;3.34;0.83;2.52
1983;5;21;15.5;14.09;22.8;19.16;20.98;23.21;9.87;27.83;17.97;89.87;1.12;2.18;0.1;2.08;1.74;3.05;0.16;2.9
1983;5;22;15.93;7.0;23.08;19.64;21.36;23.27;8.53;27.65;19.12;89.95;1.45;2.17;0.47;1.7;2.21;3.5;0.71;2.79
1983;5;23;15.5;4.67;22.58;19.17;20.88;22.55;7.66;26.65;18.99;90.01;1.96;3.29;0.98;2.3;2.8;4.0;1.62;2.38
1983;5;24;15.44;3.06;22.8;19.1;20.95;22.93;9.4;27.95;18.55;89.98;1.71;3.35;0.77;2.58;2.56;4.26;0.82;3.44
1983;5;25;15.93;5.26;22.74;19.59;21.17;22.89;8.57;26.89;18.33;90.0;1.62;2.68;1.02;1.66;2.37;3.28;1.52;1.77
1983;5;26;15.99;22.74;21.57;19.71;20.64;21.57;4.92;24.52;19.6;90.08;1.67;2.55;1.18;1.37;2.8;3.45;1.93;1.51
1983;5;27;15.38;10.89;22.23;19.1;20.66;22.59;9.41;27.71;18.3;90.11;2.02;3.88;0.95;2.93;3.3;5.12;1.1;4.02
1983;5;28;13.31;11.21;20.59;16.73;18.66;20.12;8.3;25.14;16.83;90.08;2.47;3.82;0.95;2.87;3.89;6.66;1.4;5.27
1983;5;29;14.77;12.94;22.89;18.34;20.62;22.69;10.09;28.04;17.95;89.9;1.73;2.65;0.88;1.78;2.49;3.3;1.23;2.07
1983;5;30;16.42;32.8;22.52;20.05;21.29;22.73;8.85;27.04;18.19;89.83;1.76;2.88;1.3;1.59;2.8;4.24;1.57;2.67
1983;5;31;16.24;7.06;22.31;19.93;21.12;22.63;7.73;26.84;19.12;89.91;2.28;3.73;1.59;2.15;3.68;4.77;2.52;2.25
1983;6;1;16.17;5.85;22.18;19.85;21.01;22.31;8.02;26.55;18.52;90.04;2.23;3.29;1.41;1.88;3.46;4.04;2.47;1.57
1983;6;2;16.11;5.72;22.37;19.82;21.1;22.66;8.22;26.88;18.67;89.99;2.26;4.06;1.23;2.84;3.7;5.16;2.12;3.03
1983;6;3;15.5;8.65;22.18;19.17;20.68;22.39;8.22;27.12;18.91;89.95;2.47;4.2;1.26;2.94;3.8;5.15;2.74;2.41
1983;6;4;15.81;5.08;22.65;19.48;21.06;22.91;9.08;27.4;18.32;90.03;1.33;2.38;0.6;1.78;1.86;2.72;0.77;1.95
1983;6;5;15.87;5.28;22.79;19.58;21.19;22.91;7.36;26.83;19.48;89.98;1.33;2.31;0.27;2.04;2.18;3.66;0.61;3.06
1983;6;6;15.08;3.38;20.29;18.78;19.53;20.39;3.52;22.23;18.7;89.99;1.61;2.16;1.21;0.96;2.84;4.08;1.64;2.43
1983;6;7;14.95;5.95;20.4;18.64;19.52;20.35;5.21;23.25;18.03;89.98;1.28;1.89;0.17;1.72;2.05;3.82;0.26;3.56
1983;6;8;14.77;3.09;20.42;18.44;19.43;19.98;4.26;22.79;18.53;90.06;1.07;2.23;0.35;1.88;1.53;2.8;0.64;2.17
1983;6;9;15.32;2.49;21.35;19.01;20.18;21.64;7.48;25.56;18.08;90.04;1.14;2.28;0.46;1.82;1.78;3.7;0.68;3.02
1983;6;10;15.14;4.29;21.26;18.82;20.04;21.62;6.48;25.21;18.73;90.08;2.38;3.69;1.49;2.2;3.79;4.5;3.21;1.29
1983;6;11;14.95;5.48;21.26;18.62;19.94;21.04;6.5;24.76;18.26;90.09;1.46;2.72;0.16;2.55;2.16;4.26;0.24;4.02
1983;6;12;15.14;6.31;21.44;18.8;20.12;21.15;7.14;25.04;17.9;90.14;1.46;3.39;0.16;3.23;1.98;3.97;0.19;3.78
1983;6;13;15.2;11.5;21.96;18.89;20.43;22.19;9.58;27.17;17.59;90.1;1.91;3.68;0.43;3.25;3.09;4.76;0.83;3.92
1983;6;14;15.14;11.44;21.02;18.86;19.94;21.08;6.03;24.8;18.76;90.17;1.3;1.66;0.77;0.9;2.04;3.54;1.22;2.32
1983;6;15;15.32;4.6;21.45;19.08;20.26;21.69;7.01;25.3;18.28;90.28;1.57;4.09;0.45;3.63;2.48;5.09;0.55;4.54
1983;6;16;14.95;6.33;20.01;18.7;19.36;19.87;4.17;22.13;17.96;90.33;2.2;3.78;1.08;2.7;3.38;4.69;2.16;2.53
1983;6;17;14.95;3.41;22.4;18.67;20.54;22.55;10.59;27.91;17.32;90.27;1.54;2.28;0.96;1.32;2.24;2.89;1.27;1.62
1983;6;18;15.44;4.43;22.9;19.12;21.01;22.63;8.9;27.11;18.22;90.21;1.11;2.4;0.15;2.26;1.56;2.84;0.25;2.59
1983;6;19;15.44;6.5;22.19;19.15;20.67;21.76;6.64;25.63;19.0;90.22;1.38;2.93;0.2;2.73;2.03;3.48;0.12;3.36
1983;6;20;15.2;1.91;22.13;18.91;20.52;22.29;8.74;26.94;18.2;90.26;2.03;4.52;0.81;3.7;3.09;5.63;0.86;4.78
1983;6;21;14.4;5.33;21.99;18.09;20.05;21.78;9.6;26.71;17.11;90.3;1.95;3.58;0.83;2.74;2.84;4.62;1.23;3.4
1983;6;22;15.01;4.15;21.5;18.7;20.1;21.69;8.56;26.02;17.46;90.19;1.73;2.77;0.45;2.33;2.49;3.21;0.62;2.58
