YEAR;MO;DY;QV2M;PRECTOTCORR;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
1983;1;15;9.46;0.0;18.44;11.6;15.01;18.42;13.71;26.36;12.65;90.86;4.9;7.59;2.98;4.62;7.74;9.13;5.91;3.22
1983;1;16;9.28;0.0;18.67;11.25;14.96;18.62;14.52;27.26;12.75;90.89;4.73;6.67;3.04;3.63;7.61;9.11;6.03;3.08
1983;1;17;9.09;0.0;19.08;10.99;15.04;18.94;14.62;27.4;12.79;90.92;4.35;7.36;2.64;4.72;6.98;8.88;4.52;4.36
1983;1;18;8.48;0.0;19.14;9.95;14.55;18.89;15.73;28.21;12.48;90.89;4.55;5.67;3.13;2.54;7.47;9.7;5.63;4.06
1983;1;19;8.42;0.0;19.33;9.73;14.53;19.1;16.48;28.48;12.01;90.84;3.73;5.34;2.41;2.94;6.13;9.3;3.54;5.77
1983;1;20;9.16;0.0;19.49;11.11;15.3;19.47;16.52;28.82;12.3;90.78;3.85;4.74;3.09;1.66;6.45;8.98;3.78;5.2
1983;1;21;8.91;0.0;19.69;10.76;15.23;19.64;15.95;28.51;12.57;90.92;3.27;4.39;2.59;1.8;5.45;8.62;3.02;5.59
1983;1;22;8.97;0.0;19.87;10.82;15.34;19.86;16.38;28.87;12.49;91.0;3.55;4.92;2.8;2.12;6.01;9.09;3.57;5.53
1983;1;23;7.51;0.0;18.25;8.17;13.21;18.17;13.7;26.59;12.9;91.11;4.75;7.66;3.57;4.09;7.72;9.18;5.13;4.05
1983;1;24;7.2;0.0;17.48;7.32;12.4;17.33;15.83;26.77;10.94;91.06;5.01;7.2;2.84;4.36;7.93;10.52;5.19;5.33
1983;1;25;7.75;0.0;18.1;8.51;13.3;18.13;15.12;26.62;11.49;91.01;4.39;6.47;2.65;3.82;7.12;8.82;4.62;4.2
1983;1;26;8.48;0.0;18.97;9.98;14.48;19.17;14.66;27.21;12.56;91.03;3.92;5.37;2.8;2.56;6.31;8.96;3.63;5.34
1983;1;27;8.42;0.0;18.96;9.78;14.37;19.23;14.22;27.19;12.97;90.98;4.03;6.79;1.69;5.09;6.41;9.01;1.8;7.21
1983;1;28;7.93;0.0;18.67;8.74;13.71;18.8;14.51;27.33;12.82;90.97;4.95;7.38;2.96;4.42;7.6;10.31;3.55;6.76
1983;1;29;8.48;0.0;19.02;9.87;14.45;19.27;15.23;27.85;12.62;90.9;4.2;6.55;2.33;4.23;6.68;9.31;2.67;6.64
1983;1;30;9.16;0.0;20.39;11.07;15.73;20.33;16.05;28.39;12.33;90.89;2.24;4.47;0.44;4.04;3.65;7.46;0.47;6.98
1983;1;31;10.13;0.0;20.94;12.44;16.69;21.28;14.98;28.74;13.76;90.91;2.51;4.13;1.12;3.01;4.15;7.72;1.36;6.36
1983;2;1;9.77;0.0;20.5;12.0;16.25;20.85;14.92;28.79;13.87;90.86;4.28;5.59;2.66;2.93;6.62;9.1;3.59;5.52
1983;2;2;9.77;0.0;20.85;11.95;16.4;20.86;15.2;28.97;13.77;90.78;3.08;4.61;1.41;3.19;5.09;7.43;2.23;5.2
1983;2;3;10.01;0.0;21.04;12.45;16.74;21.14;15.34;29.32;13.99;90.82;3.3;4.57;2.12;2.45;5.48;8.16;2.84;5.31
1983;2;4;10.74;0.0;22.82;13.49;18.15;22.53;15.5;30.48;14.98;90.81;2.0;3.34;0.2;3.15;3.2;7.0;0.37;6.63
1983;2;5;11.17;0.0;22.64;14.15;18.39;22.86;12.8;29.92;17.12;90.78;3.07;4.98;1.97;3.02;5.02;8.96;2.57;6.39
1983;2;6;10.74;0.0;22.41;13.46;17.94;22.58;14.43;30.19;15.76;90.75;3.23;4.66;2.11;2.55;5.27;8.14;3.77;4.38
1983;2;7;11.05;0.0;22.9;13.9;18.4;23.2;13.72;30.36;16.64;90.71;3.31;5.33;2.26;3.07;5.3;8.7;2.88;5.81
1983;2;8;10.19;0.0;22.19;12.73;17.46;22.08;15.16;30.71;15.54;90.69;4.0;5.27;2.77;2.51;6.52;9.48;3.91;5.57
1983;2;9;10.13;0.0;22.44;12.6;17.52;21.89;14.68;31.0;16.32;90.65;4.09;6.27;2.61;3.66;6.36;9.38;3.98;5.41
1983;2;10;9.77;0.0;22.62;12.05;17.33;22.09;15.64;31.34;15.7;90.65;3.52;4.14;2.83;1.31;5.68;8.58;4.01;4.57
1983;2;11;10.19;0.0;22.08;12.71;17.4;21.73;15.52;30.73;15.22;90.72;3.52;5.01;2.58;2.43;5.46;6.87;2.95;3.92
1983;2;12;9.83;0.0;22.9;12.14;17.51;21.91;13.83;30.35;16.52;90.76;2.4;3.8;0.27;3.54;3.42;4.91;0.22;4.7
1983;2;13;11.72;0.0;23.34;14.88;19.11;23.26;12.55;30.76;18.22;90.8;2.96;4.94;0.97;3.97;4.67;8.12;1.29;6.83
1983;2;14;10.25;0.0;23.33;12.82;18.08;22.77;15.1;31.38;16.29;90.73;3.12;5.09;1.69;3.4;4.65;6.34;2.53;3.82
1983;2;15;9.03;0.0;22.33;10.86;16.59;21.9;16.83;31.87;15.04;90.78;3.78;5.48;2.38;3.1;5.96;7.42;2.66;4.77
1983;2;16;10.5;0.0;22.12;13.1;17.61;21.9;13.91;30.25;16.33;90.87;2.84;5.01;0.62;4.38;4.45;6.82;0.62;6.2
1983;2;17;9.89;0.01;22.23;12.19;17.22;21.46;13.07;29.56;16.49;90.8;2.89;3.98;1.82;2.16;4.45;7.39;2.41;4.98
1983;2;18;9.09;0.0;22.96;10.95;16.96;22.63;14.68;31.65;16.98;90.85;3.51;5.36;1.62;3.74;5.7;8.99;1.91;7.08
1983;2;19;9.46;0.0;22.47;11.55;17.01;22.19;15.3;31.1;15.8;90.86;2.89;3.94;1.09;2.85;4.55;6.84;1.09;5.74
1983;2;20;12.57;0.0;23.03;15.97;19.5;23.48;14.21;31.0;16.79;90.86;3.32;5.18;1.98;3.21;5.42;7.18;2.3;4.88
1983;2;21;12.7;0.01;23.45;16.17;19.81;23.97;14.52;30.97;16.44;90.82;3.3;5.01;2.15;2.86;5.25;6.9;2.68;4.22
1983;2;22;13.12;0.36;24.09;16.66;20.38;24.24;10.4;29.86;19.46;90.83;1.69;2.52;0.55;1.97;2.34;3.88;0.77;3.11
1983;2;23;11.47;0.07;23.73;14.51;19.12;23.9;13.72;31.15;17.44;90.86;2.56;3.59;1.44;2.16;3.96;7.28;2.09;5.2
1983;2;24;9.46;0.02;22.93;11.61;17.27;22.6;12.95;30.42;17.47;90.85;3.26;5.23;2.31;2.91;5.07;6.37;3.47;2.9
1983;2;25;10.38;0.0;24.22;12.98;18.6;24.19;13.19;31.97;18.78;90.81;2.64;3.92;0.95;2.97;4.34;8.39;1.16;7.23
1983;2;26;8.73;0.0;21.98;10.21;16.09;21.87;14.16;30.23;16.07;90.94;4.16;7.84;2.52;5.33;6.54;9.6;4.2;5.41
1983;2;27;8.79;0.0;21.79;10.54;16.16;21.73;13.45;29.62;16.15;90.97;3.76;5.55;1.48;4.08;5.6;9.22;2.21;7.01
1983;2;28;7.81;0.0;21.03;8.57;14.8;21.06;15.38;29.98;14.61;90.86;5.05;8.17;3.13;5.04;8.04;10.31;6.61;3.71
1983;3;1;8.67;0.0;22.04;10.24;16.14;22.26;14.45;30.43;15.98;90.83;4.48;6.94;3.16;3.78;7.2;8.77;5.76;3.01
1983;3;2;8.06;0.0;22.73;9.13;15.93;22.84;14.24;31.12;16.87;90.83;3.91;5.28;2.7;2.59;6.45;8.1;4.87;3.23
1983;3;3;8.24;0.0;22.19;9.52;15.86;22.62;16.08;31.08;15.0;90.88;3.08;5.12;1.24;3.88;5.14;9.62;1.46;8.16
1983;3;4;7.39;0.0;21.59;7.94;14.77;21.8;16.17;30.72;14.55;90.88;3.62;4.35;2.74;1.61;5.99;9.0;3.38;5.62
1983;3;5;7.2;0.0;21.8;7.54;14.67;21.74;16.98;31.12;14.13;90.85;3.52;4.18;2.85;1.33;5.59;8.33;3.34;4.99
1983;3;6;7.39;0.0;21.42;7.88;14.65;21.37;15.3;29.64;14.34;90.87;3.29;4.14;2.14;2.0;5.16;8.45;3.2;5.26
1983;3;7;7.26;0.0;20.96;7.68;14.32;20.87;13.95;28.62;14.66;90.89;4.38;7.27;3.27;4.0;6.88;8.76;5.86;2.9
1983;3;8;7.57;0.0;21.65;8.26;14.96;21.64;15.73;30.5;14.76;90.89;4.74;7.52;3.34;4.19;7.49;9.09;6.55;2.54
1983;3;9;7.2;0.0;21.98;7.56;14.77;21.92;14.38;30.15;15.78;90.85;5.07;8.62;3.43;5.19;7.86;10.4;6.73;3.66
1983;3;10;7.14;0.0;22.37;7.37;14.87;22.36;16.0;31.4;15.4;90.78;4.95;6.83;3.47;3.36;7.8;8.97;5.55;3.43
1983;3;11;7.51;0.0;22.19;8.08;15.13;22.54;16.95;31.59;14.65;90.79;3.89;5.09;3.27;1.82;6.38;9.16;4.2;4.95
1983;3;12;8.0;0.0;22.53;9.06;15.8;22.87;17.19;31.97;14.78;90.75;3.5;4.77;2.78;1.98;5.66;8.7;3.12;5.59
1983;3;13;8.06;0.0;22.58;9.15;15.86;22.99;16.72;31.65;14.93;90.75;3.51;4.47;2.95;1.52;5.77;8.59;3.25;5.34
1983;3;14;8.12;0.0;22.81;9.26;16.04;23.08;14.73;31.28;16.55;90.82;3.76;4.71;2.64;2.07;6.01;8.76;4.42;4.34
1983;3;15;7.32;0.0;22.37;7.78;15.08;22.48;16.33;31.3;14.97;90.77;4.19;5.31;3.38;1.94;6.7;8.48;4.89;3.59
1983;3;16;7.81;0.0;22.72;8.64;15.68;23.08;15.82;31.59;15.78;90.75;3.73;5.72;3.05;2.67;6.01;8.24;3.88;4.35
1983;3;17;8.61;0.0;23.73;10.15;16.94;23.9;16.56;32.85;16.29;90.81;3.05;3.72;2.4;1.33;4.89;7.93;2.92;5.01
1983;3;18;8.73;0.0;23.98;10.35;17.16;24.12;15.88;32.77;16.89;90.78;3.41;4.68;2.22;2.46;5.38;8.07;3.09;4.98
1983;3;19;8.3;0.0;24.14;9.62;16.88;24.06;16.02;32.95;16.94;90.67;3.64;4.62;2.99;1.63;5.88;7.88;3.89;3.98
1983;3;20;8.48;0.0;24.55;9.89;17.22;24.55;14.53;33.19;18.66;90.68;3.19;5.04;1.26;3.78;4.89;8.39;1.52;6.88
1983;3;21;7.63;0.0;23.61;8.24;15.93;23.76;15.55;32.01;16.47;90.69;3.8;5.43;2.69;2.74;5.88;8.55;4.49;4.05
1983;3;22;7.51;0.0;22.69;8.02;15.35;22.56;12.92;29.95;17.03;90.8;2.98;5.18;1.95;3.23;4.76;9.41;2.62;6.8
1983;3;23;10.56;0.01;24.36;12.92;18.64;24.65;16.04;32.27;16.23;90.71;2.56;3.64;1.67;1.97;3.95;5.27;2.52;2.77
1983;3;24;12.15;0.0;25.38;15.43;20.4;26.09;13.08;32.82;19.74;90.66;3.35;5.64;0.46;5.18;4.8;8.3;0.66;7.63
1983;3;25;9.03;0.0;25.32;10.77;18.05;25.78;15.65;34.01;18.37;90.62;3.65;5.68;1.71;3.98;5.55;8.98;2.82;6.15
1983;3;26;7.81;0.0;24.86;8.6;16.73;24.65;15.21;33.67;18.46;90.55;3.05;4.69;1.66;3.02;4.45;6.25;2.44;3.8
1983;3;27;10.13;0.37;25.15;12.49;18.83;25.51;16.57;33.87;17.3;90.5;1.83;3.0;0.48;2.52;2.77;5.96;0.39;5.57
1983;3;28;14.4;2.08;25.69;18.08;21.88;26.23;12.48;32.26;19.78;90.55;2.14;3.3;0.25;3.05;3.31;5.79;0.41;5.38
1983;3;29;15.26;1.19;25.9;18.96;22.43;26.66;12.27;32.33;20.05;90.55;1.91;4.32;0.34;3.98;2.98;5.17;0.6;4.57
1983;3;30;15.69;2.29;25.12;19.44;22.29;26.07;9.87;30.47;20.6;90.59;1.55;3.11;0.48;2.62;2.48;4.17;0.42;3.75
1983;3;31;15.26;2.32;23.05;19.03;21.04;23.54;6.41;26.84;20.43;90.69;1.83;3.41;0.42;2.99;2.78;4.87;0.7;4.17
1983;4;1;16.05;5.84;22.78;19.83;21.31;23.3;7.76;27.33;19.58;90.67;1.87;3.16;0.53;2.63;2.66;3.66;0.85;2.81
1983;4;2;15.38;4.79;22.66;19.16;20.91;22.68;5.7;25.72;20.01;90.78;1.34;3.05;0.11;2.94;2.02;4.38;0.25;4.12
1983;4;3;13.98;1.86;24.55;17.64;21.09;24.96;13.15;31.62;18.48;90.69;2.73;4.2;1.6;2.6;4.21;5.9;1.86;4.04
1983;4;4;13.12;0.85;23.86;16.61;20.23;23.76;11.2;29.8;18.58;90.71;2.2;3.62;0.5;3.12;3.2;4.58;0.74;3.84
1983;4;5;12.7;3.41;24.06;16.12;20.08;23.96;14.96;31.33;16.38;90.68;2.06;3.38;0.66;2.71;2.98;4.15;1.02;3.12
1983;4;6;13.49;0.87;24.87;17.05;20.96;25.3;14.3;32.29;17.99;90.59;1.82;2.39;0.7;1.7;2.81;5.04;0.62;4.41
1983;4;7;15.81;0.61;24.1;19.59;21.84;24.76;9.05;28.86;19.8;90.65;1.56;3.3;0.04;3.27;2.39;5.09;0.1;4.99
1983;4;8;16.48;3.32;23.97;20.27;22.12;24.5;8.52;28.29;19.77;90.66;2.26;4.27;1.21;3.05;3.26;4.95;2.2;2.75
1983;4;9;16.17;1.17;23.98;20.0;21.98;24.08;6.3;27.59;21.29;90.64;1.34;2.68;0.2;2.48;1.97;3.05;0.27;2.78
1983;4;10;14.65;1.39;22.46;18.38;20.42;22.87;6.73;26.62;19.88;90.74;2.27;3.57;1.41;2.16;3.6;5.9;2.11;3.79
1983;4;11;13.0;4.4;22.48;16.45;19.46;22.7;10.97;29.42;18.45;90.8;4.6;8.04;2.27;5.77;6.88;9.84;4.47;5.38
1983;4;12;13.67;14.28;22.81;17.3;20.05;23.44;13.7;30.02;16.32;90.81;2.4;4.05;1.54;2.51;3.61;4.77;2.55;2.22
1983;4;13;14.16;5.29;23.4;17.85;20.62;23.71;10.47;29.49;19.02;90.79;3.21;5.11;0.27;4.85;4.87;8.72;0.34;8.37
1983;4;14;13.06;2.0;23.12;16.59;19.86;23.38;12.12;29.55;17.42;90.77;3.34;4.9;1.77;3.12;5.41;8.15;3.22;4.93
1983;4;15;14.53;10.29;23.73;18.23;20.98;23.13;7.73;27.46;19.73;90.78;1.64;3.19;0.73;2.46;2.32;3.9;1.11;2.79
1983;4;16;13.49;1.21;24.37;17.08;20.73;24.04;11.29;30.9;19.62;90.74;2.2;3.39;1.23;2.16;3.31;4.14;1.91;2.23
1983;4;17;15.2;3.55;23.65;19.01;21.33;24.12;10.02;29.04;19.03;90.73;1.55;2.25;0.66;1.59;2.48;4.75;0.6;4.15
1983;4;18;15.75;4.08;24.5;19.56;22.03;25.11;11.22;30.53;19.31;90.65;1.98;3.41;0.37;3.04;3.01;4.16;0.2;3.97
1983;4;19;16.48;3.6;23.84;20.31;22.08;23.68;6.69;27.33;20.65;90.75;1.6;3.08;1.03;2.04;2.22;3.62;1.33;2.29
1983;4;20;15.99;8.78;24.57;19.84;22.21;23.94;6.81;28.09;21.27;90.82;1.61;3.45;0.48;2.96;2.2;4.23;0.68;3.55
1983;4;21;15.14;1.38;24.8;18.94;21.87;24.76;11.73;30.99;19.26;90.79;2.01;3.24;1.31;1.94;2.78;3.84;1.62;2.23
1983;4;22;13.43;1.09;24.36;17.02;20.69;24.01;13.98;31.28;17.3;90.7;2.1;2.97;1.27;1.7;3.03;3.84;1.87;1.98
1983;4;23;13.79;2.79;24.56;17.42;20.99;24.28;11.78;31.09;19.3;90.66;1.94;3.16;1.04;2.12;2.71;4.16;0.92;3.23
1983;4;24;13.37;3.32;24.89;16.95;20.92;24.4;12.94;31.17;18.23;90.69;1.57;3.06;0.2;2.86;2.16;3.62;0.27;3.36
1983;4;25;13.92;1.7;25.08;17.57;21.33;25.27;13.68;32.22;18.55;90.71;2.35;3.41;0.31;3.09;3.66;6.36;0.67;5.69
1983;4;26;15.5;0.08;24.71;19.28;21.99;25.51;10.07;30.16;20.1;90.76;2.26;3.74;0.57;3.17;3.4;5.79;0.5;5.29
1983;4;27;15.32;0.0;24.67;19.12;21.9;25.22;10.33;30.09;19.77;90.68;2.31;4.27;0.96;3.31;3.54;4.98;1.06;3.92
1983;4;28;15.32;0.0;24.8;19.07;21.94;25.79;12.26;31.44;19.18;90.66;2.28;2.95;0.59;2.36;3.88;5.77;0.45;5.32
1983;4;29;15.81;0.0;24.99;19.58;22.29;26.2;11.23;31.3;20.07;90.71;2.55;3.4;0.75;2.65;4.17;6.19;0.66;5.53
1983;4;30;16.05;0.0;24.65;19.9;22.28;25.4;8.38;28.88;20.5;90.74;1.79;3.27;0.72;2.54;2.87;4.65;0.71;3.94
1983;5;1;16.78;12.59;23.63;20.57;22.1;24.08;7.73;27.75;20.02;90.72;2.53;3.93;1.07;2.85;3.89;6.49;1.3;5.2
1983;5;2;15.32;4.47;23.27;19.15;21.21;23.61;7.55;27.12;19.57;90.81;2.02;3.91;0.81;3.1;2.91;6.34;1.25;5.09
1983;5;3;15.81;6.46;22.93;19.62;21.28;23.45;7.55;27.01;19.46;90.73;1.4;2.16;0.79;1.37;2.11;3.59;1.15;2.44
1983;5;4;16.05;6.34;22.32;19.87;21.09;22.73;6.86;26.13;19.27;90.79;2.44;3.87;1.53;2.34;3.81;5.01;1.97;3.04
1983;5;5;15.87;9.43;22.83;19.71;21.27;23.46;7.54;27.47;19.93;90.86;2.86;5.27;1.46;3.8;4.34;6.52;1.43;5.09
1983;5;6;15.87;8.23;23.72;19.73;21.72;24.12;9.53;28.69;19.16;90.79;2.09;4.15;0.33;3.83;3.04;4.86;0.57;4.29
1983;5;7;16.72;15.35;23.29;20.49;21.89;23.55;8.75;27.89;19.15;90.73;1.84;3.37;0.91;2.46;2.66;4.26;1.38;2.88
1983;5;8;16.48;9.41;23.3;20.33;21.82;23.9;7.59;27.86;20.26;90.85;2.68;5.45;0.97;4.48;3.98;6.43;1.86;4.57
1983;5;9;16.72;11.08;22.98;20.53;21.76;23.55;7.43;27.3;19.87;90.84;2.38;2.98;1.1;1.88;3.69;4.89;2.31;2.58
1983;5;10;16.05;9.58;22.61;19.92;21.26;22.82;6.71;26.79;20.08;90.86;2.2;3.86;0.4;3.46;3.27;6.47;0.57;5.9
1983;5;11;16.24;3.63;22.72;20.03;21.37;23.19;7.34;26.65;19.31;90.76;1.56;2.64;0.5;2.14;2.22;3.4;0.86;2.53
1983;5;12;16.17;4.59;22.91;19.98;21.44;23.33;6.56;26.79;20.22;90.75;1.23;1.75;0.46;1.3;2.06;3.29;0.53;2.76
1983;5;13;16.66;6.67;23.48;20.48;21.98;23.87;7.77;27.59;19.82;90.8;1.84;4.25;0.41;3.84;2.62;5.12;0.84;4.28
1983;5;14;16.97;4.88;23.58;20.75;22.16;23.75;7.08;27.07;19.99;90.75;1.8;3.56;0.92;2.64;2.55;4.19;1.35;2.84
1983;5;15;17.03;8.95;23.17;20.82;22.0;23.25;5.52;26.12;20.61;90.65;1.98;3.71;0.02;3.7;3.19;5.73;0.12;5.61
1983;5;16;16.91;4.06;23.89;20.65;22.27;24.0;7.88;28.22;20.33;90.59;1.36;2.56;0.34;2.23;2.18;4.99;0.48;4.51
1983;5;17;16.24;12.92;21.68;20.05;20.87;21.73;4.8;24.32;19.51;90.73;2.22;3.9;0.66;3.23;3.6;4.77;0.84;3.95
1983;5;18;16.48;13.87;22.18;20.26;21.22;22.42;6.87;26.08;19.2;90.79;2.11;3.03;1.6;1.43;3.38;4.23;2.15;2.07
1983;5;19;16.54;14.25;23.26;20.34;21.8;23.44;8.12;27.32;19.19;90.77;1.32;1.76;0.55;1.21;1.99;3.45;0.88;2.58
1983;5;20;16.78;13.64;23.58;20.58;22.08;23.89;7.25;27.69;20.44;90.71;1.45;2.98;0.56;2.43;2.42;5.41;0.75;4.67
1983;5;21;16.36;5.02;22.81;20.16;21.48;23.02;6.8;26.74;19.94;90.68;2.03;3.45;1.15;2.3;3.06;5.11;1.19;3.92
1983;5;22;15.99;5.72;22.8;19.79;21.3;23.08;7.98;27.14;19.16;90.74;2.02;3.42;0.76;2.66;3.2;6.38;1.23;5.15
1983;5;23;16.05;1.95;22.25;19.9;21.08;22.38;6.8;25.94;19.14;90.8;2.51;3.55;1.61;1.94;3.99;5.39;2.73;2.66
1983;5;24;16.11;2.73;23.07;19.94;21.51;23.58;9.15;27.93;18.78;90.76;2.05;2.88;1.02;1.85;3.35;4.98;1.02;3.95
1983;5;25;16.36;4.23;22.34;20.19;21.27;22.27;4.98;25.05;20.07;90.81;1.45;3.16;0.62;2.55;2.16;3.92;0.79;3.13
1983;5;26;16.42;29.49;21.33;20.26;20.8;21.17;4.12;23.43;19.3;90.84;2.07;3.45;1.08;2.38;3.34;4.27;1.8;2.46
1983;5;27;15.93;12.73;22.4;19.76;21.08;22.8;8.73;27.49;18.76;90.89;2.02;3.24;0.65;2.59;3.37;4.65;0.79;3.85
1983;5;28;14.95;14.81;22.46;18.8;20.62;22.26;8.95;27.64;18.69;90.85;2.73;4.98;1.2;3.79;3.9;6.2;1.77;4.43
1983;5;29;15.75;23.43;23.31;19.54;21.43;23.39;10.59;28.44;17.86;90.68;1.8;2.7;0.98;1.73;2.58;3.95;1.44;2.51
1983;5;30;17.15;26.94;23.41;20.89;22.15;23.72;7.59;27.44;19.85;90.58;1.36;2.91;0.53;2.39;1.96;3.31;0.59;2.73
1983;5;31;16.97;8.46;22.53;20.74;21.63;22.53;5.27;25.73;20.46;90.68;2.59;4.49;1.52;2.98;3.95;5.48;2.54;2.95
1983;6;1;16.66;4.81;22.65;20.47;21.56;22.79;7.34;26.62;19.28;90.81;1.84;2.51;1.32;1.19;2.8;4.2;2.08;2.12
1983;6;2;16.54;8.88;22.53;20.39;21.46;22.78;6.5;26.34;19.85;90.79;2.02;2.82;1.4;1.43;3.27;4.48;1.84;2.65
1983;6;3;16.17;15.78;22.81;19.99;21.4;22.92;7.24;27.06;19.83;90.75;1.95;3.45;0.88;2.58;2.67;4.02;1.41;2.61
1983;6;4;15.81;7.38;23.18;19.63;21.4;23.16;7.97;27.52;19.55;90.82;1.48;2.2;0.76;1.44;2.11;3.95;0.95;3.0
1983;6;5;15.81;3.72;22.59;19.63;21.11;22.69;7.83;26.62;18.8;90.78;1.94;3.14;0.99;2.15;3.13;4.55;1.11;3.44
1983;6;6;14.28;4.48;20.16;17.99;19.08;20.31;4.69;22.71;18.01;90.82;2.23;3.3;1.4;1.91;3.76;4.76;2.69;2.07
1983;6;7;15.14;12.23;21.3;18.87;20.09;21.58;9.11;26.31;17.19;90.73;2.75;3.94;1.66;2.27;4.45;5.48;2.12;3.34
1983;6;8;15.08;4.7;20.64;18.88;19.76;20.53;4.54;23.44;18.9;90.86;1.77;3.67;0.27;3.41;2.67;4.42;0.4;4.03
1983;6;9;15.44;4.94;22.05;19.21;20.62;22.31;7.46;26.22;18.76;90.81;1.25;2.94;0.27;2.66;1.84;3.55;0.45;3.09
1983;6;10;15.26;3.95;20.62;19.12;19.87;20.4;3.95;22.8;18.85;90.87;2.27;4.48;0.55;3.93;3.42;5.48;0.85;4.62
1983;6;11;15.44;4.17;21.86;19.25;20.55;22.1;7.81;25.95;18.14;90.88;2.09;4.37;0.35;4.02;3.16;5.34;0.42;4.92
1983;6;12;15.56;9.21;21.84;19.43;20.64;21.83;6.16;25.37;19.21;90.94;1.91;4.52;0.35;4.16;2.68;5.27;0.53;4.74
1983;6;13;15.81;10.26;22.37;19.63;21.0;22.64;8.39;26.86;18.47;90.88;1.99;3.33;1.13;2.2;3.15;4.37;1.3;3.07
1983;6;14;15.93;21.35;21.46;19.82;20.64;21.49;5.51;24.5;18.99;90.95;2.07;3.96;1.12;2.84;3.02;4.67;2.05;2.62
1983;6;15;15.32;10.76;21.44;19.19;20.31;21.57;6.48;24.91;18.44;91.08;1.8;3.8;0.17;3.64;2.86;4.88;0.21;4.67
1983;6;16;15.08;6.42;21.15;18.96;20.05;21.16;6.58;25.14;18.56;91.12;3.01;4.98;1.59;3.39;4.5;5.93;2.62;3.3
1983;6;17;14.59;5.25;22.27;18.42;20.34;21.78;9.75;27.1;17.35;91.07;1.21;1.98;0.18;1.8;1.8;3.91;0.2;3.7
1983;6;18;15.44;6.59;23.18;19.28;21.23;23.0;8.95;27.82;18.87;91.0;1.22;1.91;0.7;1.2;1.79;3.73;0.69;3.04
1983;6;19;16.05;5.53;21.94;19.92;20.93;21.9;5.3;24.96;19.66;91.01;1.74;3.34;0.73;2.62;2.77;5.01;0.75;4.27
1983;6;20;15.44;1.47;22.33;19.3;20.81;22.35;7.88;26.67;18.8;91.06;2.23;4.16;0.91;3.25;3.26;4.84;1.27;3.56
1983;6;21;15.2;4.16;22.14;19.05;20.6;22.38;10.13;27.48;17.34;91.1;2.08;3.07;0.79;2.27;3.23;4.39;0.9;3.49
1983;6;22;15.14;6.63;21.69;19.0;20.34;21.95;8.33;26.19;17.87;90.98;1.89;2.93;0.84;2.09;2.76;4.23;1.48;2.75
